"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0001226:001",682.816512008917,1.70124632919511,0.196710322306054,8.64848529172865,5.21874770772903e-18,6.01373694187309e-15
"FBgn0029167:020",125.376250421263,-1.91947720567598,0.224014064420336,-8.56855666916654,1.04790120598201e-17,1.1541383755026e-14
"FBgn0040091:001",460.751926195671,-1.52362010419395,0.177847811004874,-8.5669882332833,1.06226741900731e-17,1.1541383755026e-14
"FBgn0029167:014",85.1006609107972,-2.39200195051751,0.279347152842072,-8.56282917574544,1.10131048587805e-17,1.16332038462457e-14
"FBgn0039155:001",53.4550363820902,-5.58529730901244,0.656568968640273,-8.50679452697766,1.78808004854596e-17,1.83771135151506e-14
"FBgn0029167:021",106.701754322551,-2.05370459198436,0.242695770973409,-8.46205347438614,2.62709999019027e-17,2.62896661386751e-14
"FBgn0029167:022",361.893827865453,-1.88907804697282,0.224462669641645,-8.41600097686059,3.89554062458638e-17,3.7983518802858e-14
"FBgn0029167:024",132.310536137454,-1.97328607088669,0.236811771118709,-8.33271953317524,7.90061725213069e-17,7.51091930616934e-14
"FBgn0261451:028",29.7656719963244,4.18944673437256,0.505240447947224,8.29198602644375,1.11373016789418e-16,1.01162034588209e-13
"FBgn0026562:002",3109.96922720473,-2.20996177943843,0.266530064868822,-8.29160410299718,1.1173128179201e-16,1.01162034588209e-13
"FBgn0029896:002",76.9220324249073,-2.68041460963251,0.32431621996598,-8.26481823793361,1.39907750003502e-16,1.23727256032167e-13
"FBgn0029167:018",130.974000988942,-2.30627470567202,0.281410332872043,-8.19541586172204,2.49728256720223e-16,2.15827645870453e-13
"FBgn0026562:003",1111.142945745,-2.26424742541222,0.277609062124587,-8.15624464159624,3.45602073712543e-16,2.92049112379264e-13
"FBgn0038832:003",100.906250582088,-2.48061817748868,0.304492885852555,-8.14671965337761,3.73929218245807e-16,3.0911753004855e-13
"FBgn0261451:035",40.9500015732314,6.6265958218887,0.82123855441137,8.06902669911592,7.08607705211799e-16,5.73323940555087e-13
"FBgn0023479:013",224.580346520386,-2.04553101048044,0.253712191198705,-8.06240725294276,7.48064983518625e-16,5.92638898505474e-13
"FBgn0004167:016",388.875746271952,1.69450625106252,0.215625724966751,7.85855329332254,3.8859538496614e-15,3.01573810287906e-12
"FBgn0051523:009",149.478981706757,-1.68740713984647,0.224934109082041,-7.50178417463141,6.29549693309547e-14,4.78797723749643e-11
"FBgn0261451:039",27.7572869282711,4.72738710905397,0.635322088156548,7.44092987978896,9.99790089055158e-14,7.45470935617656e-11
"FBgn0086902:010",163.417090102627,1.83302968503254,0.246682382531306,7.43072799209696,1.08001604266858e-13,7.89803270279965e-11
"FBgn0039827:009",32.2862708604074,-4.28485672961741,0.577727344336782,-7.41674558356994,1.20033204989338e-13,8.61226921911238e-11
"FBgn0261552:009",48.2674969429135,-2.66234952787285,0.36000203457016,-7.39537355962912,1.41011282669676e-13,9.93006675199959e-11
"FBgn0040827:001",116.432139380923,-2.1942564782598,0.297803424973015,-7.36813714771289,1.73028736988204e-13,1.19632068753644e-10
"FBgn0029167:023",75.073518069128,-2.09456557409592,0.284799061814967,-7.3545381812274,1.91588338682334e-13,1.30098745626306e-10
"FBgn0013733:005",30.3938647320617,3.82492146250934,0.533176451597824,7.17383794998225,7.29239242647595e-13,4.86504924213335e-10
"FBgn0261556:001",34.7277038420848,-4.82986089184649,0.680215034798019,-7.10049123404139,1.24314220434575e-12,8.15051182838895e-10
"FBgn0052407:002",69.6675866146204,-2.26233182908029,0.319225131162595,-7.08694776266842,1.37102102867685e-12,8.83657909449059e-10
"FBgn0023479:018",206.588528746361,-1.53319880891045,0.217640788885028,-7.04462990032805,1.85955098466337e-12,1.17855242156324e-09
"FBgn0261451:036",30.4685036316371,7.16140102886919,1.02158933278158,7.01005854218365,2.38218427625095e-12,1.48503805693434e-09
"FBgn0023479:012",85.2114567122082,-2.05755522983877,0.293650577613463,-7.00681485648964,2.43804539660828e-12,1.49534761769069e-09
"FBgn0261451:037",20.9588106276511,4.90262431917753,0.700261635710195,7.00113224709984,2.53902132857114e-12,1.53256133431071e-09
"FBgn0036449:002",30.1324251664586,2.73068522477744,0.391038463604667,6.98316272932709,2.88607783709919e-12,1.71482627986517e-09
"FBgn0260011:001",44.7013859215801,2.27820178814446,0.328456393989385,6.93608597620446,4.03112326063083e-12,2.3583311420309e-09
"FBgn0038832:001",41.6891030435261,-3.19094132934541,0.462124388390883,-6.9049403353419,5.0224532416412e-12,2.86865470306865e-09
"FBgn0003013:005",114.119949944246,2.73290914796781,0.395841850809221,6.90404297165879,5.05429997385015e-12,2.86865470306865e-09
"FBgn0005630:018",103.490898475319,-2.18261848598608,0.317641222127543,-6.87133260402107,6.36048992396495e-12,3.55691691674434e-09
"FBgn0051642:002",54.9893368219595,2.08351369506895,0.305661773368867,6.81640256190818,9.33484883529052e-12,5.12234027229202e-09
"FBgn0261362:003",1136.92284099635,1.49042469030184,0.218699057033962,6.81495709453557,9.42919028743897e-12,5.12234027229202e-09
"FBgn0085359:001",34.0371137534317,-4.56252725176295,0.669755041294858,-6.81223278729202,9.60954399675946e-12,5.14679055725031e-09
"FBgn0023479:015",77.8789816531278,-1.78420904062554,0.262355742097429,-6.80072418602887,1.04094545371506e-11,5.49778232894756e-09
"FBgn0039419:001",801.3724685557,-1.17783015100884,0.173417977957149,-6.79185725080868,1.10699057429598e-11,5.76651103681552e-09
"FBgn0034897:005",106.324860111451,-1.78408015038601,0.26292273679343,-6.78556815642651,1.15630545966489e-11,5.94200374522657e-09
"FBgn0033635:006",34.2205786657901,3.06152438127224,0.453734690884369,6.74738882165932,1.50529497734915e-11,7.57505314260171e-09
"FBgn0003041:007",148.190989026558,1.55184147217984,0.230019731012141,6.74655806852468,1.51393493790657e-11,7.57505314260171e-09
"FBgn0037290:003",20.9449449380399,3.78942900238005,0.562354506711019,6.73850561728911,1.60023872772027e-11,7.9028932596128e-09
"FBgn0001137:002",168.56099287472,-1.54753295033266,0.230565756025988,-6.71189415551471,1.92114034637113e-11,9.36605178864806e-09
"FBgn0001225:001",217.142633123667,1.2702474396622,0.189605532177899,6.69942182103831,2.09245775794311e-11,1.00721381216839e-08
"FBgn0033913:006",1792.10776518299,-1.15529246509502,0.173060499076343,-6.67565661292461,2.46127661904246e-11,1.16993707490409e-08
"FBgn0001224:001",313.095062544982,1.46252604001575,0.220452412410395,6.63420292853549,3.26260719217436e-11,1.53169337897301e-08
"FBgn0034010:001",230.472548767156,-1.39987174750716,0.213632142612276,-6.55272062710061,5.64981560673958e-11,2.6105986843501e-08
"FBgn0029167:004",53.5467036944001,-2.35222665450849,0.359039007719882,-6.55145152457549,5.69804851292655e-11,2.6105986843501e-08
"FBgn0039827:010",27.4277586028165,-5.23305514959909,0.799976021406761,-6.54151500740827,6.08987215888035e-11,2.75689962602075e-08
"FBgn0035500:010",86.5726253674249,-2.49330849051859,0.381271183357033,-6.53946219739293,6.17404446999231e-11,2.76212222423997e-08
"FBgn0003501:001",43.0727435150937,2.10505037742638,0.323013515742733,6.51691113477421,7.17699148338717e-11,3.13824510230093e-08
"FBgn0261263:034",148.939162421059,-1.76802944775005,0.271301157744951,-6.51685183522941,7.1798281194988e-11,3.13824510230093e-08
"FBgn0261552:015",177.463648731412,-2.60867482631012,0.406574971433978,-6.41622089306038,1.39698707489736e-10,6.03673039740022e-08
"FBgn0038149:001",147.513012027638,1.48994071245497,0.232444520794414,6.40987667664903,1.45637394200233e-10,6.22264403286771e-08
"FBgn0261451:034",20.0185856606342,5.93303732712105,0.925916404750748,6.40774620330676,1.47686480953708e-10,6.24008201247407e-08
"FBgn0031374:005",26.9634198144655,-3.46094475899225,0.544681218688088,-6.35407397987439,2.09685909091717e-10,8.6704323682521e-08
"FBgn0053307:002",369.235147626291,-1.56737776268083,0.246675184188592,-6.35401476575982,2.0976668627007e-10,8.6704323682521e-08
"FBgn0031191+FBgn0027279:019",146.1824183425,-1.28200810957685,0.204137133513841,-6.28013182858728,3.38286063478644e-10,1.3832262511723e-07
"FBgn0259715:001",397.699330953592,-1.8311347558083,0.291976131746752,-6.2715220756351,3.57535594556569e-10,1.44638362278752e-07
"FBgn0013733:019",2440.70794140968,-1.74004103615476,0.277673825844707,-6.26649282070937,3.6927040296762e-10,1.47813111722628e-07
"FBgn0003721:009",57.7124125322656,-2.3705154945874,0.380434416563109,-6.23107529545545,4.63244373454029e-10,1.83497851972254e-07
"FBgn0039155:003",27.5131182137019,-5.60019933906719,0.906843354962427,-6.17548698837764,6.59598388088689e-10,2.58582968080913e-07
"FBgn0030041:001",40.4509966469243,-2.83428259262475,0.463998608530058,-6.10838597469877,1.00643723701735e-09,3.90528457265906e-07
"FBgn0023479:021",217.4397556544,-1.33662507810098,0.220220962375421,-6.06947251380355,1.2833105243244e-09,4.92933831398826e-07
"FBgn0051092:006",33.3621259335221,2.3047863204571,0.380360813607312,6.0594736313625,1.36567712531008e-09,5.19326040441663e-07
"FBgn0023170:003",777.180599167598,7.64096684474188,1.26314652200059,6.04915321513139,1.45609132134078e-09,5.4822559085768e-07
"FBgn0001122:015",21.8897000915318,2.76517556093491,0.458416162561795,6.03202021822727,1.61922513432439e-09,6.0366935473484e-07
"FBgn0039155:007",30.642462345944,-2.71366770019933,0.451016704082327,-6.0167787038415,1.77922045267154e-09,6.56877826735348e-07
"FBgn0003748:012",128.331951070929,1.38662551121481,0.230692839025441,6.01070027605794,1.84723647956375e-09,6.6977140632755e-07
"FBgn0029167:007",28.5049706792687,-2.7532781468206,0.45807705271059,-6.01051314517626,1.849370122923e-09,6.6977140632755e-07
"FBgn0023479:017",174.004191849199,-1.66979248685385,0.278938043555106,-5.98624865067562,2.14736011532975e-09,7.70355312317401e-07
"FBgn0033367:004",4723.36180807289,1.39468352535072,0.233487797466031,5.97326087481564,2.32557567839346e-09,8.26492208619328e-07
"FBgn0038198:004",26.7141899028905,2.61797251959378,0.438426070661556,5.97129754542978,2.35374017696489e-09,8.28756275087442e-07
"FBgn0015541:004",28.039324010377,2.95834957341487,0.495715279572271,5.96784020046242,2.4041464894132e-09,8.3873833534785e-07
"FBgn0261362:004",788.526735693317,1.55109282225127,0.260397930525713,5.95662499744064,2.57500179423577e-09,8.90178120267307e-07
"FBgn0036239:002",27.9412228662479,2.39622056311521,0.403635662770069,5.93659278437003,2.91006257022637e-09,9.96945489711695e-07
"FBgn0261284:001",23.3322272603844,2.75626619149116,0.466680560847024,5.90610885203478,3.50282573621835e-09,1.18930316313549e-06
"FBgn0261451:038",15.3220132122461,4.21429255411811,0.714711855549341,5.89649174194673,3.71311332164873e-09,1.24954478125961e-06
"FBgn0035001:003",174.733523332878,-1.71272382677571,0.290672475857092,-5.89228072498261,3.80901361676255e-09,1.26114508250955e-06
"FBgn0031912:001",119.506497676628,-1.33067599595622,0.225841914212347,-5.89206835496912,3.81391339018587e-09,1.26114508250955e-06
"FBgn0029167:017",40.1650548795584,-2.41638440734875,0.410271416759285,-5.88972155661162,3.86846856254076e-09,1.26815736230808e-06
"FBgn0031191+FBgn0027279:023",302.651043411487,-1.20641975198772,0.204958488739262,-5.88616631303554,3.95256581556294e-09,1.28465145528557e-06
"FBgn0040099:001",469.41477093771,-1.75539232936277,0.298712057145998,-5.8765365755049,4.18938876944822e-09,1.35008378589667e-06
"FBgn0004449:007",37.3375920139754,-2.34264814442258,0.398927964638627,-5.8723588017819,4.29637600490931e-09,1.37292680956879e-06
"FBgn0052407:001",34.4832151870622,-2.53032015312939,0.431403707528726,-5.86531851481805,4.48271338163868e-09,1.42053451469645e-06
"FBgn0005630:008",90.1550720791333,-1.57560968708057,0.269625888094367,-5.84368844630051,5.10574792422868e-09,1.60459732491441e-06
"FBgn0023479:005",73.9431114481481,-1.69187702052818,0.290434940513901,-5.82532190353728,5.70026189014235e-09,1.76904910585307e-06
"FBgn0261238:017",55.4279991709233,2.16645954075091,0.371944544590412,5.82468427689035,5.72206695295256e-09,1.76904910585307e-06
"FBgn0033367:002",2137.40490677995,1.40789155428331,0.242214969076785,5.81257037766726,6.15208057009546e-09,1.88665457934694e-06
"FBgn0029167:009",32.2576232037567,-2.87312662319249,0.495705847194852,-5.79603133481522,6.79025818564416e-09,2.06570518420392e-06
"FBgn0000116:001",325.693849871517,1.28151071370087,0.221562259282078,5.78397565475866,7.29555051061136e-09,2.20180872434141e-06
"FBgn0034897:012",76.161995967114,-2.05674340035468,0.358509086425691,-5.73693520814286,9.64051154655188e-09,2.88661206756479e-06
"FBgn0031191+FBgn0027279:015",253.254563039413,-1.20460539998432,0.210221057231155,-5.73018429195586,1.00321580020069e-08,2.98041306517435e-06
"FBgn0003501:003",22.2133058718209,2.60454484362182,0.456082594601636,5.71068678009244,1.12521168585076e-08,3.31693215332146e-06
"FBgn0034751:001",7889.9258593413,-1.02752993717478,0.180322982268547,-5.69827497442632,1.21025739697161e-08,3.54018907958765e-06
"FBgn0034897:008",74.3177121516671,-1.85016696849199,0.325349431565087,-5.68670724147819,1.29512195518176e-08,3.75951164806844e-06
"FBgn0033913:005",219.230395227171,-1.36680670010085,0.240680956589503,-5.67891502289495,1.35551796251014e-08,3.9050213303313e-06
"FBgn0029167:025",62.7587457312754,-1.79630415123691,0.316827309392526,-5.66966324551088,1.43078465808049e-08,4.09086076637796e-06
"FBgn0085442:009",49.6772385543293,2.2003831767629,0.38912154754292,5.65474513209835,1.56077698117493e-08,4.39800883510716e-06
"FBgn0261362:006",481.37591674196,1.52421941231644,0.269549928210973,5.65468305791369,1.56134113324603e-08,4.39800883510716e-06
"FBgn0029167:008",28.5595677067564,-2.31762271635514,0.410596102366676,-5.64453170158305,1.65631461318673e-08,4.63122616144499e-06
"FBgn0004369:021",21.5057346052529,-2.8729907477928,0.509138914487883,-5.6428425838999,1.67265266881817e-08,4.64277102460939e-06
"FBgn0003748:011",308.070064941352,0.9765192868351,0.17391837179184,5.61481387374003,1.96773938711726e-08,5.42226272999334e-06
"FBgn0261362:001",325.446990398213,1.75996359977023,0.316228770481279,5.56547589611054,2.61437921532549e-08,7.15230204468938e-06
"FBgn0031637:006",127.928868877351,-1.15327159030912,0.207894557349788,-5.54738712263984,2.89970241556759e-08,7.87621312548491e-06
"FBgn0261570:008",107.518689907225,1.30964821868917,0.236749269085819,5.53179413708953,3.16971784984827e-08,8.54857167916172e-06
"FBgn0036985:003",959.449054780242,-1.39237022588016,0.251828693803232,-5.52903723897365,3.21992995298935e-08,8.62283636072718e-06
"FBgn0024288:003",22.5554198230743,-5.95986922850796,1.07920122841314,-5.52248187974299,3.34244279246448e-08,8.88832671811516e-06
"FBgn0031327:001",194.811654083691,1.22395399473235,0.222737423178349,5.49505322126452,3.90592600987035e-08,1.03146283595375e-05
"FBgn0032004:002",153.530036898539,-1.45689595524046,0.266182162024735,-5.47330423706257,4.41720799305186e-08,1.1584356438054e-05
"FBgn0063649:004",68.3799493975906,-1.45721984640425,0.266317207865087,-5.47174498443396,4.45625772994197e-08,1.16067200477057e-05
"FBgn0031150:003",161.231899081938,1.1409703443569,0.209094187938057,5.45672912101655,4.84985349592784e-08,1.25459441421529e-05
"FBgn0035189:002",20.8755737208527,2.69155849653385,0.494244304381423,5.44580579416591,5.15713807524634e-08,1.32507087559049e-05
"FBgn0039855:003",32.0128359358517,6.3149719989003,1.16172910384505,5.4358386804628,5.45392828283894e-08,1.39192302558065e-05
"FBgn0261552:016",142.474242417004,-2.1785912338405,0.403507567447346,-5.39913352213595,6.69635237088035e-08,1.69761461071645e-05
"FBgn0063498:001",171.363304131835,-1.3840721184097,0.256717875485987,-5.39141310588343,6.99057608624806e-08,1.7546051599717e-05
"FBgn0030796:007",593.92530561756,-1.18650948453407,0.220097881160395,-5.39082647356068,7.01343740804424e-08,1.7546051599717e-05
"FBgn0034751:002",859.240333762865,-1.51508152915085,0.281635786071258,-5.37957746877918,7.4660862058246e-08,1.85563960881629e-05
"FBgn0027932:008",917.195857018666,-0.863694676439366,0.160916492276485,-5.36734715143663,7.99031719603219e-08,1.96290522750168e-05
"FBgn0023479:002",110.311837484298,-1.35252396423802,0.252002361556834,-5.36710829169347,8.0009022605717e-08,1.96290522750168e-05
"FBgn0029167:003",22.5092781178632,-2.73864624172258,0.510697376882047,-5.36256179431113,8.20498855775532e-08,2.00007115311386e-05
"FBgn0020279:020",52.1013905213597,1.82419546851081,0.343145505785743,5.31609896604567,1.0601550394989e-07,2.56780354694424e-05
"FBgn0040305:002",19.2535101703237,2.49301640365747,0.470626948765126,5.29722407566943,1.17576379306389e-07,2.82979555435699e-05
"FBgn0033764:002",14.3521113690697,3.10936429845331,0.588989791997292,5.2791480271828,1.2978592644075e-07,3.10159045547023e-05
"FBgn0040091:003",68.9580647626696,-1.43484370286883,0.271846379410735,-5.27814166949385,1.30500558254724e-07,3.10159045547023e-05
"FBgn0030805:001",159.147095839798,1.16657172386334,0.221528499234017,5.26601194833629,1.39419214208408e-07,3.29297792466033e-05
"FBgn0033724:001",79.1997345034051,1.478647614495,0.280870758029175,5.26451249275798,1.40561841985747e-07,3.2994723241926e-05
"FBgn0001137:003",36.4042957859807,-2.02598195237422,0.386834125697485,-5.23734029080619,1.62907163668331e-07,3.80053417964148e-05
"FBgn0032004:001",361.35651648147,-1.17334667788002,0.224579260171398,-5.22464397195235,1.74490517178931e-07,4.04594566875805e-05
"FBgn0050147:005",188.58478171295,-0.965709952286077,0.184967254874485,-5.22097791277373,1.779807698871e-07,4.10186347666471e-05
"FBgn0023479:009",72.5223376581737,-1.74871634094177,0.336133292414339,-5.2024490891137,1.96679248481403e-07,4.50549504939898e-05
"FBgn0000406:001",52.6265753803556,-2.03475458667315,0.392695796879223,-5.18150334901332,2.20104636693554e-07,5.01192755661423e-05
"FBgn0039479:005",47.2184048904954,1.4969707812107,0.289918534829188,5.16341868964217,2.42479936627232e-07,5.48856223221652e-05
"FBgn0000567:004",49.8692955372511,-1.55032072943319,0.301092443805828,-5.14898583915635,2.61898651126888e-07,5.89302958958708e-05
"FBgn0035085:003",39.4077816753419,-1.99353738112753,0.3873230923072,-5.14696236997504,2.64738407658268e-07,5.92188672236526e-05
"FBgn0014467:011",25.4188484962979,-2.8116240221559,0.547009409240521,-5.13999206349963,2.74750073436951e-07,6.10989534654207e-05
"FBgn0261552:007",523.653096719076,-1.7331512849886,0.337595039946717,-5.13381738446792,2.83923596134487e-07,6.27718755244544e-05
"FBgn0003501:005",45.5816678338921,1.95326267889632,0.38158045241006,5.11887510630989,3.07363411954356e-07,6.75613206149612e-05
"FBgn0031805:001",1575.8227665325,-0.894624138888687,0.174935447371282,-5.1140243577389,3.15366664260332e-07,6.89221157576302e-05
"FBgn0029002:005",26.9368660300288,2.64672464884501,0.517746004942084,5.11201365839815,3.18742774886501e-07,6.91957059064832e-05
"FBgn0016715:001",15.0543667917935,-4.75239921375459,0.929815980346853,-5.11111802141944,3.20257823113605e-07,6.91957059064832e-05
"FBgn0261552:017",506.523616638406,-1.91291516105657,0.374671178291238,-5.10558396773617,3.2977451091722e-07,7.05318661789091e-05
"FBgn0065092+FBgn0001316:008",24.8336896147765,2.29158961450068,0.448858858352377,5.10536791657047,3.30151528646641e-07,7.05318661789091e-05
"FBgn0029167:010",23.7344536047794,-3.25203001457247,0.637699130345647,-5.09963062488386,3.40316944994934e-07,7.22973880855996e-05
"FBgn0051363:011",613.374664713356,0.976602781020413,0.191709146101731,5.09418982285892,3.50235721527378e-07,7.39911876806756e-05
"FBgn0031327:002",200.768237749706,1.28789074296837,0.253508265392312,5.08027121315083,3.76896396349527e-07,7.918364234245e-05
"FBgn0051038:005",236.846842855126,-0.970732351845169,0.191610895659083,-5.0661646797597,4.05910794345301e-07,8.47322427123304e-05
"FBgn0261362:002",413.809648667612,1.4712663423778,0.290460002886488,5.06529755476445,4.07762916253095e-07,8.47322427123304e-05
"FBgn0032638:001",61.1590533761645,-1.64833494852653,0.325930607342119,-5.05731867886934,4.25192380341135e-07,8.78738622132192e-05
"FBgn0031118:003",28.1918269467532,2.65307332260437,0.525462842065695,5.04902175798889,4.44078163320057e-07,9.12808665760638e-05
"FBgn0036144:005",100.827696788657,1.19453327887328,0.237018418559337,5.03983313252185,4.65937921835423e-07,9.5259254589439e-05
"FBgn0001297:004",105.069882848803,-1.41575094493466,0.281086801325367,-5.03670374510357,4.73616942310617e-07,9.63113982098707e-05
"FBgn0038528:002",64.0152629918747,1.38321847736596,0.276077922339155,5.01024662039696,5.4360327346075e-07,0.000109955328084532
"FBgn0029002:002",507.062904467235,1.26250499221809,0.252221388222625,5.00554295222469,5.57047892756507e-07,0.00011191992464117
"FBgn0000406:003",56.1870149465345,-1.943696200853,0.388366453779316,-5.00479941544458,5.59202295259216e-07,0.00011191992464117
"FBgn0037754:002",20.3905645940473,-2.70928911177051,0.541505672113495,-5.00325158404373,5.637129434181e-07,0.00011223200052021
"FBgn0031191+FBgn0027279:024",124.023259195115,-1.123132656759,0.225329619637704,-4.98439867144332,6.21548075093226e-07,0.000123102128393594
"FBgn0040388:009",211.13458104003,-1.24357289683859,0.250300860260291,-4.96831251616706,6.75380549212822e-07,0.00013307096448143
"FBgn0051337:003",229.64354315647,-1.06278520736253,0.214751798806868,-4.94890014084736,7.46340237393804e-07,0.000146294227873063
"FBgn0024984:001",58.088854866504,1.3967653480905,0.282867790268085,4.93787343821201,7.89790691637388e-07,0.000154017285286641
"FBgn0035147:001",1859.86517362034,-1.03167657615181,0.209116877826843,-4.93349263279495,8.07720901011702e-07,0.000156710217871286
"FBgn0035968:003",98.9068203698216,1.18897387243576,0.24115298224489,4.93037183852183,8.20732464040626e-07,0.000158185361887787
"FBgn0029167:006",16.021850046657,-2.89676620428006,0.587617481977605,-4.92968009483159,8.2364377031535e-07,0.000158185361887787
"FBgn0040398:001",2102.8669051993,-0.888160616857148,0.18051967063656,-4.92002125710322,8.65348136578018e-07,0.000165359766782172
"FBgn0031191+FBgn0027279:025",40.8298304239406,-1.65243905422825,0.335989304429854,-4.91812992985686,8.73749123124581e-07,0.000165436228284912
"FBgn0003721:013",286.865249675666,-0.905277346989603,0.184075294587635,-4.91797309909297,8.74449256719365e-07,0.000165436228284912
"FBgn0035085:002",32.0831603347717,-2.38319500897492,0.485282148962585,-4.91094719653218,9.06374953807684e-07,0.000170627328556657
"FBgn0052521:001",713.346400536235,-1.14999805662333,0.234993225599189,-4.89374982487708,9.89325874813227e-07,0.00018532559133755
"FBgn0033782:002",59.0007118065256,-1.43710318982913,0.294410711695757,-4.88128703453637,1.05395702884537e-06,0.00019646482321521
"FBgn0031703:002",37.8231686694104,-1.8079648700428,0.371243397928359,-4.87002564929571,1.11583763292299e-06,0.000206985159352013
"FBgn0040752:001",795.736523817512,-0.992139544597039,0.203812116254668,-4.86791248150005,1.12783253457134e-06,0.000208194600932739
"FBgn0039109:005",94.6982476758465,-1.19134191680522,0.24481494050178,-4.86629580026206,1.13709292070153e-06,0.000208890012055638
"FBgn0032405:002",16.8132458067776,2.60056371436311,0.534931701609885,4.86148737593355,1.16507011783791e-06,0.000213000583514531
"FBgn0028433:008",47.6873534811614,-1.6336145629178,0.33745719984938,-4.84095335244573,1.29217705330736e-06,0.000235108214383344
"FBgn0031322:003",57.6759841465465,-1.62274560316914,0.335375514555446,-4.83859295846375,1.30761534442041e-06,0.000236784231915594
"FBgn0035811:003",357.876510653872,0.928294017559961,0.192956242526083,4.81090430352094,1.5024894661444e-06,0.000270782781654375
