"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gen_reg"
"ENSG00000160808.8",51.2828398931763,0.918384185392843,0.234846093368727,3.91057893371429,9.20751636386682e-05,0.00833901093992651,"up"
"ENSG00000115956.9",406.892812128413,-0.421730506876701,0.107912909067809,-3.90806355346884,9.30388353238456e-05,0.00837738256803741,"down"
"ENSG00000165168.7",931.601219472223,-0.445625558173097,0.114043748966667,-3.90749657224392,9.32573641203881e-05,0.00837738256803741,"down"
"ENSG00000095932.6",64.5980697890352,0.589614642365181,0.150911183993027,3.90703078966251,9.34372510133271e-05,0.00837738256803741,"up"
"ENSG00000220418.1",0.905717393321838,-1.60740465011882,0.411414188955778,-3.90702288173049,9.34403079119729e-05,0.00837738256803741,"down"
"ENSG00000211970.3",15.3030234430123,-0.874204093086281,0.223829314723005,-3.90567291942136,9.39635373169977e-05,0.00840312608975854,"down"
"ENSG00000160683.4",4.38108505345881,-0.846096972555733,0.216721624663304,-3.90407267327485,9.4587357654801e-05,0.00843771383711111,"down"
"ENSG00000233009.1",8.30273149688928,0.815431860038745,0.209046275000161,3.90072418194543,9.59053685793837e-05,0.00851308771997533,"up"
"ENSG00000163902.10",21685.2904811144,0.196569535725656,0.0503932602700162,3.90071082268543,9.59106615264267e-05,0.00851308771997533,"up"
"ENSG00000264370.1",4.93566070808123,0.927804061477294,0.238134793159101,3.89612978922159,9.77420245656226e-05,0.00865172327977063,"up"
"ENSG00000259423.2",1.18729898591923,-0.83962195464492,0.215531223856392,-3.89559312855922,9.7958713279228e-05,0.00865172327977063,"down"
"ENSG00000124701.5",20.6780831057674,0.894753240346471,0.229763874320989,3.89422942571236,9.85113810564288e-05,0.00867899897510265,"up"
"ENSG00000258531.2",1.0633048167564,-0.99764135733283,0.256397479148444,-3.89099518702848,9.98339134434923e-05,0.00877379871899807,"down"
"ENSG00000102996.4",1737.59722565294,0.328639212827659,0.0845073470184736,3.88888332698241,0.000100706513405718,0.00881855480206767,"up"
"ENSG00000049247.12",8.93040852922412,-0.821046467031589,0.211143823958086,-3.88856492053764,0.000100838698745302,0.00881855480206767,"down"
"ENSG00000252213.1",0.831333960081372,-1.22681323719226,0.315826110496127,-3.88445792295346,0.000102558451564093,0.00894252012792708,"down"
"ENSG00000101003.9",158.096679728883,-0.280958362953986,0.072337674195489,-3.88398391403503,0.00010275870908106,0.00894252012792708,"down"
"ENSG00000106992.16",283.784948956731,0.351827780767627,0.0906240245845946,3.88227936665081,0.000103481893925992,0.00898349036709225,"up"
"ENSG00000214954.7",38.5104288090125,0.461999155443892,0.11905147336553,3.88066726419581,0.0001041702748677,0.00901185858443217,"up"
"ENSG00000085871.7",4431.55682252975,0.219183525741072,0.0564858026642152,3.88032948817294,0.000104315054555279,0.00901185858443217,"up"
"ENSG00000134285.9",3132.75672416253,0.301885887967885,0.0778436931609369,3.87810335955869,0.0001052739922501,0.00903932096376695,"up"
"ENSG00000211789.2",7.25357278637588,-0.582896376612419,0.150313481471315,-3.87787157151073,0.000105374315145093,0.00903932096376695,"down"
"ENSG00000103202.11",14573.5211538916,0.255070925470106,0.0657768151502588,3.87782419819854,0.000105394830443157,0.00903932096376695,"up"
"ENSG00000146001.5",23.8243585200536,-0.358226381749506,0.0924109729669076,-3.87644854554001,0.000105992211602775,0.00904795504657572,"down"
"ENSG00000140470.12",158.46492882485,0.268788236222836,0.0693410009587376,3.87632472139798,0.000106046139052452,0.00904795504657572,"up"
"ENSG00000277452.1",1.48361751318497,-0.900899699206705,0.232439944024614,-3.8758385654718,0.000106258118435329,0.00904795504657572,"down"
"ENSG00000181789.13",23445.9134451907,0.205839880886999,0.0531280754238932,3.87440876118067,0.000106883878035329,0.00907320406971762,"up"
"ENSG00000272622.1",33.8411903388378,-0.625065427519795,0.161355370424915,-3.87384334264017,0.000107132293850565,0.00907320406971762,"down"
"ENSG00000136152.13",3779.40014948853,0.219296676379995,0.0566234319804531,3.87289623235304,0.000107549626339743,0.00907320406971762,"up"
"ENSG00000214595.10",309.983512530645,0.690133742347606,0.178226400664828,3.87223071202268,0.000107843796815251,0.00907320406971762,"up"
"ENSG00000101230.5",71.925555516169,-0.444557081635749,0.114813053274433,-3.87200818162323,0.00010794232800734,0.00907320406971762,"down"
"ENSG00000269376.1",51.3959442477457,0.457814773548998,0.118246806896626,3.87168825581254,0.000108084132429418,0.00907320406971762,"up"
"ENSG00000269986.1",16.8253156851798,0.804431797619292,0.207941466183646,3.86854922388999,0.000109484835890039,0.00916916179725685,"up"
"ENSG00000239998.4",49.2527521474339,-0.371179850642675,0.0960108412136051,-3.86602019054154,0.000110625783662406,0.00924296600445071,"down"
"ENSG00000165685.7",13.7749062680564,-0.407142498759529,0.1054463463661,-3.86113424305825,0.000112861868617492,0.00940771074871756,"down"
"ENSG00000170166.5",14.455117285607,0.648646784463309,0.168028387670237,3.86034046661393,0.000113229146852818,0.00941627342040265,"up"
"ENSG00000135744.7",1515.98726282296,0.794203699247872,0.205794024045541,3.85921652939795,0.000113751118255495,0.00942373895133248,"up"
"ENSG00000105204.12",1810.1082582594,0.205819566609338,0.053334844994244,3.85900749559787,0.00011384844629767,0.00942373895133248,"up"
"ENSG00000182676.4",10.8796462435939,0.84958644426571,0.220224249119806,3.85782422989903,0.000114400867988783,0.00944749441838688,"up"
"ENSG00000273706.3",1.01042328492278,-1.63782085378157,0.424624514261871,-3.85710386181687,0.000114738417466603,0.00945343632613145,"down"
"ENSG00000278967.1",2.98693992689506,-0.841840274489765,0.218348984358394,-3.85548060579931,0.000115502487805428,0.00948607028966247,"down"
"ENSG00000235295.1",8.38870495698928,0.714458861047543,0.185330470965971,3.85505339366846,0.00011570437374767,0.00948607028966247,"up"
"ENSG00000131355.13",11.8302986512872,-0.585480853044062,0.151892719957089,-3.85456823216719,0.000115934048155625,0.00948607028966247,"down"
"ENSG00000129158.9",1912.86950117615,0.315533080849727,0.0819122668399892,3.85208581110449,0.000117115964607951,0.00955758150617322,"up"
"ENSG00000188729.5",9.04487635866882,1.02068132849036,0.265001397317449,3.85160734555552,0.000117345071171233,0.00955758150617322,"up"
"ENSG00000127663.13",6346.34792416523,0.182141922846198,0.0473073229586427,3.85018452651466,0.000118028867945901,0.00958756949469954,"up"
"ENSG00000197165.9",21.2588960193014,0.543308728532172,0.141142372757287,3.84936655037297,0.000118423680708186,0.00958756949469954,"up"
"ENSG00000006468.12",1161.3795771534,-0.737194285578472,0.191520593420408,-3.84916458545141,0.000118521354695243,0.00958756949469954,"down"
"ENSG00000170369.3",349.648911015465,0.843297410605375,0.219141979161844,3.84817830810303,0.000118999428983401,0.0095885449443549,"up"
"ENSG00000137501.15",2420.95768439453,-0.40511174098428,0.105277739102614,-3.84802850476698,0.000119072201427384,0.0095885449443549,"down"
"ENSG00000141696.11",2068.66146745466,0.273954244476727,0.0712058886917189,3.84735377242174,0.000119400497783716,0.00959327746640137,"up"
"ENSG00000141522.10",14799.8304452793,0.199065307295412,0.0517580410359845,3.8460749926183,0.000120025041119411,0.00959879050339612,"up"
"ENSG00000270804.1",239.706084624554,0.256550302567723,0.0667107159772138,3.84571352307704,0.00012020213685434,0.00959879050339612,"up"
"ENSG00000122180.4",15.2632241214809,2.46191763316489,0.6401976798894,3.84555850560129,0.000120278160439262,0.00959879050339612,"up"
"ENSG00000227321.2",1.1922459291272,-0.854281173475375,0.222455690922997,-3.84023069911519,0.000122918745112787,0.00978757694586005,"down"
"ENSG00000136631.11",1956.06247285191,0.0986823983700545,0.0257078626880916,3.83860764962644,0.000123733964851968,0.00983049779235737,"up"
"ENSG00000111834.11",60.1900554063423,-0.507374789131965,0.132318675611874,-3.83449113880364,0.000125824507981293,0.00995895664657061,"down"
"ENSG00000070748.16",2.96645960620743,1.36532522735186,0.35607983994254,3.8343233011231,0.000125910445620116,0.00995895664657061,"up"
"ENSG00000105697.6",33.10273390067,-0.450080127855338,0.117451347100529,-3.83205590200769,0.000127076853699838,0.0100247722217964,"down"
"ENSG00000163322.12",346.39611914567,-0.222954466856145,0.0581881477319478,-3.83161306118932,0.000127305847898518,0.0100247722217964,"down"
"ENSG00000088038.16",3156.51711462876,0.113578301825327,0.0296483712568938,3.83084456279932,0.000127704163884932,0.0100339388634799,"up"
"ENSG00000151702.15",538.589593358702,-0.341800117725497,0.0892507492231208,-3.82966104711367,0.000128319883156535,0.010041842684913,"down"
"ENSG00000140264.18",37017.9432213181,0.291653772594297,0.0761584234477932,3.82956683437947,0.000128369016987481,0.010041842684913,"up"
"ENSG00000136235.14",3485.18052015441,-0.379337586305129,0.09909123261813,-3.82816497769273,0.000129102211347362,0.0100770504572076,"down"
"ENSG00000237719.1",2.49322034167909,-0.711247416636561,0.185846210799501,-3.82707515841626,0.000129674929702616,0.0100996056299895,"down"
"ENSG00000092470.10",203.623764642758,-0.240423844693999,0.0628430262981738,-3.82578400271894,0.000130356552343389,0.0101305256933586,"down"
"ENSG00000188452.12",185.054862492125,-0.382015670311611,0.0998805141062036,-3.82472671201323,0.000130917226697986,0.0101519321347743,"down"
"ENSG00000170458.12",1366.9837307519,-0.317362733731023,0.0830077451863079,-3.82329062208248,0.000131682416054212,0.0101780058129979,"down"
"ENSG00000228820.2",19.2486739062829,0.68186622458616,0.178357857469192,3.82302318642698,0.000131825378017926,0.0101780058129979,"up"
"ENSG00000260549.1",329.514413615682,0.605358769054299,0.15837152133375,3.82239662760183,0.000132160887861914,0.0101818235533964,"up"
"ENSG00000258289.6",2294.77477639421,-0.189469021904657,0.0495844551363453,-3.82113751948394,0.000132837549904177,0.0102118507856142,"down"
"ENSG00000204710.2",1.10386863856121,-0.874380466311837,0.228928952333793,-3.81944029970021,0.000133754826127206,0.0102602058757449,"down"
"ENSG00000076944.13",4535.78296505232,0.258311007410519,0.0676741293175787,3.81698309258367,0.000135093423662825,0.010340602641787,"up"
"ENSG00000181744.7",1143.03453017041,-0.266608869398027,0.0698647469490958,-3.81607149586158,0.000135593230552853,0.0103565876718191,"down"
"ENSG00000185739.12",195.356587226243,0.619364392784365,0.162343000430833,3.81515920699178,0.000136095160631605,0.0103726660650122,"up"
"ENSG00000257384.1",1.94271232466333,0.869771134994492,0.2281030741135,3.81306187290448,0.00013725573364464,0.0104033406741903,"up"
"ENSG00000277559.1",172.450082461954,0.293784429371922,0.0770494501536765,3.81293349642293,0.000137327073522867,0.0104033406741903,"up"
"ENSG00000136872.16",16.2540810488217,-0.649644649147639,0.170383034758575,-3.81284821031717,0.000137374487030299,0.0104033406741903,"down"
"ENSG00000260762.1",7.76462749508444,0.598808839942288,0.157076065584771,3.81222204486094,0.000137723066675468,0.0104075947180041,"up"
"ENSG00000255042.1",1.00240383126154,-1.48321386084255,0.389135043511139,-3.81156589614651,0.000138089231587033,0.0104078223743841,"down"
"ENSG00000281468.1",105.122661034018,0.300953876729142,0.0789664283687906,3.81116232487585,0.000138314900498121,0.0104078223743841,"up"
"ENSG00000204140.9",2.40353851361847,1.55539226692154,0.408170078566197,3.81064744477415,0.000138603315411965,0.0104078223743841,"up"
"ENSG00000181126.12",33.782879291184,-0.662956128023415,0.174138918500281,-3.80705320633046,0.000140632497758226,0.0105379631425443,"down"
"ENSG00000198502.5",2907.92043141518,-0.415856209415106,0.109248697898404,-3.80650952748043,0.000140941865486392,0.0105389576013806,"down"
"ENSG00000173083.13",112.428643524616,-0.399243448896461,0.104926259332977,-3.80499077575505,0.000141809475358139,0.0105816030532961,"down"
"ENSG00000160087.19",2682.00447451436,0.179994841621474,0.0473313253646147,3.80286924642174,0.000143029854887558,0.0106503381276419,"up"
"ENSG00000105705.14",1840.30436610909,0.157044409103395,0.0413291307416191,3.79984786240009,0.000144784945741993,0.0107480274504224,"up"
"ENSG00000163735.6",107.307318422403,-0.902676182563636,0.237598215507224,-3.79917071614619,0.000145181065286331,0.0107480274504224,"down"
"ENSG00000160191.16",8427.68522151539,0.312962173586771,0.0823789099874314,3.79905698721335,0.000145247694874081,0.0107480274504224,"up"
"ENSG00000259940.2",34.1668374982092,0.337758298315112,0.0889240945416209,3.7982764970075,0.000145705732782299,0.010759552172034,"up"
"ENSG00000140497.15",7004.35650537914,0.148131475678225,0.0390123096279521,3.7970444993108,0.000146431510954411,0.0107708582307618,"up"
"ENSG00000120802.12",2542.88465454713,-0.17924526279029,0.0472119623619208,-3.7966069153453,0.000146690112880898,0.0107708582307618,"down"
"ENSG00000141556.19",5841.38125652452,0.157398141994145,0.041458995037777,3.79647750387401,0.000146766674400007,0.0107708582307618,"up"
"ENSG00000257084.1",722.496680013752,0.422217263752923,0.1113501683678,3.79179726390984,0.000149560987430799,0.0109533420280338,"up"
"ENSG00000269806.1",1.12878851966669,-0.97169011483284,0.256366339489743,-3.79024062506348,0.000150501417365268,0.0109713227527197,"down"
"ENSG00000179085.7",2027.94420607196,0.330194712779124,0.0871213210755885,3.79005631115992,0.000150613136896114,0.0109713227527197,"up"
"ENSG00000185482.6",264.712548695508,0.517876445056466,0.136647850948376,3.78986161481688,0.000150731234402268,0.0109713227527197,"up"
"ENSG00000258983.2",2.81782042390406,-0.571399948491068,0.150869384412515,-3.78738171906844,0.000152243118776704,0.0110514103823461,"down"
"ENSG00000211786.3",5.47461661440534,-0.626644907488066,0.165490264886855,-3.78659680021964,0.000152724616150785,0.0110514103823461,"down"
"ENSG00000119782.12",340.317265910228,0.493413911524246,0.130307524342807,3.78653430807417,0.000152763012618051,0.0110514103823461,"up"
"ENSG00000228559.1",8.57188019972531,0.984913935112698,0.260163909858705,3.78574390140278,0.000153249439793735,0.0110514404144536,"up"
"ENSG00000272858.1",29.2796383663029,0.352672280463634,0.0931633739611904,3.78552499194103,0.000153384417293852,0.0110514404144536,"up"
"ENSG00000272102.1",16.7401173543739,0.342363393251685,0.0905488992203006,3.78097797101579,0.000156213497903264,0.0112325394563048,"up"
"ENSG00000138182.13",287.738458285428,-0.275012575611073,0.0727495806845704,-3.78026337778468,0.000156662546601235,0.0112352726919175,"down"
"ENSG00000277662.1",22.5686621478649,0.349708868729992,0.0925176899870663,3.77991353630728,0.000156882828867559,0.0112352726919175,"up"
"ENSG00000257727.4",2100.39621350779,0.231493624094117,0.0612925988644547,3.77686096499273,0.000158817327643462,0.0113509741823569,"up"
"ENSG00000010438.15",13.4712966298433,0.769434513446722,0.203861389595695,3.77430230890063,0.000160456090088087,0.0114451174639384,"up"
"ENSG00000203867.7",61.0103475980708,0.487921983991963,0.129347207687828,3.77218799473069,0.000161822254883187,0.0114903254095908,"up"
"ENSG00000152433.13",170.322093688303,0.218457323299996,0.0579139836004942,3.77209975412798,0.000161879508821484,0.0114903254095908,"up"
"ENSG00000264666.1",10.6124819673255,0.406003312413554,0.107641099196749,3.77182428870828,0.000162058364161902,0.0114903254095908,"up"
"ENSG00000250295.5",16.1515353442623,-0.597196534708904,0.158357660262086,-3.77118816810331,0.000162472097936179,0.0114967582143984,"down"
"ENSG00000249599.1",352.632511286269,0.421096839144568,0.111751820308402,3.7681429974247,0.000164466484825117,0.0115988816101697,"up"
"ENSG00000204963.5",28.484640160268,-0.795614705272329,0.211150939664725,-3.76799036052429,0.000164567055688919,0.0115988816101697,"down"
"ENSG00000124575.6",13.6495937938624,0.563853683984333,0.14966535074207,3.76742967686667,0.000164936981162657,0.0116019801788981,"up"
"ENSG00000280097.1",1.75913277105681,1.02850667611037,0.273070717132842,3.76644807216744,0.000165586504582939,0.0116246951826836,"up"
"ENSG00000162692.9",721.874318765849,-0.41664287248896,0.11065050500269,-3.76539512837136,0.000166285907448138,0.0116508155586645,"down"
"ENSG00000134910.11",12614.8992996644,0.182278832902661,0.0484343561590511,3.7634201702627,0.000167605246349768,0.0117201837589927,"up"
"ENSG00000177602.5",25.4657003036031,-0.429004758232948,0.114098399202376,-3.75995422575583,0.000169944449649248,0.0118604564634621,"down"
"ENSG00000206073.9",28.0953376832554,-0.908607306436767,0.241697464260959,-3.75927529572983,0.000170406249083468,0.0118694121793109,"down"
"ENSG00000161849.3",1.09654502491523,-1.2780153348448,0.340068399904384,-3.75811258912659,0.000171199849780487,0.0118862557028866,"down"
"ENSG00000164729.7",0.948198841487747,-1.52388521344327,0.405510476637864,-3.75794289232176,0.000171315965936584,0.0118862557028866,"down"
"ENSG00000092529.21",54.7543210057679,0.511626164555176,0.136348519047233,3.75234119248441,0.000175190809418243,0.0121291603196692,"up"
"ENSG00000269967.1",2.90234916235985,-0.612521573705405,0.16325630855423,-3.75190140662737,0.000175498484663547,0.0121291603196692,"down"
"ENSG00000228203.5",127.739995629976,0.706199943637351,0.188281110315073,3.75077426755974,0.00017628935555859,0.0121475428705216,"up"
"ENSG00000279852.1",30.5287081276378,0.430841859104218,0.114874311143496,3.75055009963044,0.000176447044757667,0.0121475428705216,"up"
"ENSG00000251757.1",7.13386315093232,0.95370768348001,0.254401674765996,3.74882627780359,0.000177664093184619,0.0122077182793825,"up"
"ENSG00000163376.10",67.4786210473454,-0.324064044694974,0.0864628119443566,-3.74801648717516,0.000178238540612305,0.0122235922466547,"down"
"ENSG00000256087.5",1599.01228941936,0.238848697116895,0.0637613506445516,3.74597926020101,0.000179691437192553,0.0122620149673753,"up"
"ENSG00000187984.11",58.1639731023677,0.355748400846781,0.0949704824385356,3.74588389689417,0.000179759719870403,0.0122620149673753,"up"
"ENSG00000188342.10",1075.0780335645,0.173339483226401,0.0462759066778119,3.74578253935136,0.000179832321326382,0.0122620149673753,"up"
"ENSG00000211968.3",13.1150418789989,-0.938283470769094,0.250596027840979,-3.74420727596091,0.000180964217588325,0.0123156011407672,"down"
"ENSG00000275202.1",99.2932365019882,0.27282933598664,0.072893196428442,3.74286420893166,0.000181934557158275,0.0123580089559818,"up"
"ENSG00000137142.4",14.0544106883754,-0.472617660634108,0.126313603219526,-3.74162123942205,0.000182836934725733,0.0123723355808598,"down"
"ENSG00000183908.5",13.3769044805366,-0.485900773070046,0.129863877536658,-3.74161608514182,0.000182840685402529,0.0123723355808598,"down"
"ENSG00000259916.1",1.29234151339971,-0.812003260166143,0.217164435318768,-3.73911713017941,0.000184667673487976,0.012456851758907,"down"
"ENSG00000243802.2",26.4962507342374,0.632207328051212,0.16908681232418,3.73895113025797,0.000184789642028008,0.012456851758907,"up"
"ENSG00000163739.4",384.839956430635,-0.708475669169011,0.189568752268922,-3.73730195873193,0.000186005492029148,0.0125131768857469,"down"
"ENSG00000178307.8",1923.13719662965,0.189703489507253,0.0507654008541795,3.73686578487116,0.000186328315945435,0.0125131768857469,"up"
"ENSG00000231389.6",6689.21832918212,-0.320985000461322,0.0859128288222729,-3.73617077753709,0.000186843797825412,0.0125241643992465,"down"
"ENSG00000271947.1",11.2058577730188,0.832239415963209,0.222927745708242,3.73322492146136,0.00018904363656464,0.0126223264829274,"up"
"ENSG00000184408.8",27.5675116552214,-0.706827523268948,0.189365758912553,-3.73260470809484,0.00018950987687321,0.0126223264829274,"down"
"ENSG00000228063.1",12.7569626086397,-0.344099615489274,0.0921890077338004,-3.73254495246197,0.000189554854714686,0.0126223264829274,"down"
"ENSG00000225062.1",11.7097552238346,0.449166854821959,0.12034717029222,3.7322593770283,0.000189769944859997,0.0126223264829274,"up"
"ENSG00000100290.2",1501.19220527121,0.321646378718855,0.0861896079498728,3.73184640665638,0.000190081392263903,0.0126223264829274,"up"
"ENSG00000185105.4",17.2516050180152,0.593815914348057,0.159156432078059,3.73102052235512,0.000190705686092191,0.0126375420466144,"up"
"ENSG00000186326.3",29.7272669684266,0.317351016680227,0.0850774238011286,3.73014370324665,0.000191370590710545,0.0126375420466144,"up"
"ENSG00000236254.1",0.60027027347905,-1.15491705298251,0.309617866249724,-3.7301369813427,0.000191375696432589,0.0126375420466144,"down"
"ENSG00000092853.12",45.3050017381504,-0.465847583024904,0.124917549854816,-3.7292404755483,0.000192057799048355,0.0126403336200166,"down"
"ENSG00000124875.8",157.573097110635,-0.576339003988057,0.154586651827792,-3.72825853444379,0.000192807526198668,0.0126403336200166,"down"
"ENSG00000261434.1",2.61544048362613,0.964654072534619,0.258743392792658,3.72822688194259,0.000192831739067301,0.0126403336200166,"up"
"ENSG00000227471.7",7.97852154632446,1.06590440342478,0.285901842440199,3.72821802870237,0.000192838511945298,0.0126403336200166,"up"
"ENSG00000272087.1",58.6433135362081,-0.2905776787354,0.0779544356726401,-3.72753232356968,0.000193363767657133,0.0126410822477934,"down"
"ENSG00000231689.1",18.5910499239819,0.489733226812632,0.131391716195882,3.72727627731513,0.00019356024569571,0.0126410822477934,"up"
"ENSG00000140274.12",28.5523553273603,-0.844200161485959,0.226538910667542,-3.72651284937477,0.000194147179143028,0.0126561914784575,"down"
"ENSG00000153310.17",1425.83020631057,-0.165021657738126,0.0442975792615788,-3.72529742006143,0.000195085069282924,0.0126940820310551,"down"
"ENSG00000171051.7",138.080061553342,-0.451701708388842,0.12126993831388,-3.72476241572511,0.000195499255216296,0.0126978193264847,"down"
"ENSG00000229314.5",2182.68539637458,1.42155329670013,0.38176532822918,3.72363122469504,0.000196377714887552,0.0127316429981651,"up"
"ENSG00000189056.12",1109.54796547226,-0.636701676683652,0.171094654382901,-3.72134172736189,0.000198167053820749,0.0128242908120762,"down"
"ENSG00000101294.15",14317.9742436599,0.224436718418491,0.0603279882678297,3.72027519668136,0.000199005812498743,0.0128551976121012,"up"
"ENSG00000158748.3",4.37584955051396,-0.527055194213237,0.141716334899196,-3.71908569741192,0.000199945212227241,0.012892481773196,"down"
"ENSG00000237883.1",161.723806567239,0.414854685449172,0.111569560600295,3.71835008775748,0.000200528238616831,0.0129066936656218,"up"
"ENSG00000148680.14",23.5754235228355,-0.413260144007341,0.111181487314247,-3.71698700917077,0.000201612805812038,0.0129530768903752,"down"
"ENSG00000102225.14",4406.49340888788,0.122892979851784,0.0330685188788525,3.71631340073034,0.000202150811315066,0.0129642411299768,"up"
"ENSG00000124097.7",14.3797479524424,-0.402671173547508,0.108381034940187,-3.71532873597057,0.000202939682130618,0.0129914246512142,"down"
"ENSG00000105388.13",111.106023269238,-0.797661379443604,0.214750546370276,-3.71436251467442,0.000203716587308926,0.0130177459462955,"down"
"ENSG00000175121.10",51.8918306154044,0.91671188537542,0.246897288099876,3.71292812663292,0.000204875083231643,0.0130683133287883,"up"
"ENSG00000164808.15",3596.31170654729,-0.178978306280357,0.0482165974034814,-3.7119646743765,0.000205656695046442,0.0130947025881718,"down"
"ENSG00000125347.12",2552.74945704724,-0.375288476743727,0.101156904019919,-3.70996404427156,0.000207288684838324,0.0131157667916369,"down"
"ENSG00000278309.1",55.450563373233,0.618153569864982,0.166627225759591,3.70979932629287,0.000207423592110922,0.0131157667916369,"up"
"ENSG00000280055.1",2.81782090255342,-0.59748857681862,0.161071516731905,-3.70946141776953,0.000207700604008374,0.0131157667916369,"down"
"ENSG00000109272.3",4.96145608015613,-0.575298354620574,0.155097205490797,-3.70927608141019,0.000207852687250607,0.0131157667916369,"down"
"ENSG00000166482.10",5963.96986317455,-0.383705347087875,0.103461340246444,-3.70868332242645,0.000208339795696273,0.0131157667916369,"down"
"ENSG00000184544.10",1.43544107524936,1.72131784189441,0.464165392790768,3.70841486381629,0.000208560758090809,0.0131157667916369,"up"
"ENSG00000114450.8",606.242385214921,-0.303901900495074,0.0819511938792553,-3.70832792189501,0.000208632365250235,0.0131157667916369,"down"
"ENSG00000152785.6",110.627718605938,-0.632499651372524,0.170578865995517,-3.70796023107076,0.000208935458400756,0.0131157667916369,"down"
"ENSG00000214842.5",3.9129822075421,-0.719565961240263,0.19424822071812,-3.70436320384344,0.00021192243345685,0.0132798506585029,"down"
"ENSG00000119559.14",1669.27848486143,0.207015360309253,0.0558992091698557,3.70336831922282,0.00021275563905849,0.0133056007586458,"up"
"ENSG00000215845.9",4822.28051186339,0.261496572357089,0.070617857946648,3.70298080344847,0.000213081011222098,0.0133056007586458,"up"
"ENSG00000163053.9",507.994281261929,-0.28932679460023,0.0781657316925296,-3.70145316029686,0.000214368232691089,0.0133625367883957,"down"
"ENSG00000124743.5",113.589972763224,0.402607650658108,0.108792992474199,3.70067631657056,0.000215025613423665,0.0133646682075639,"up"
"ENSG00000236383.6",19.590015067675,-0.359783947942696,0.0972250944301118,-3.70052556957216,0.00021515339766061,0.0133646682075639,"down"
"ENSG00000184601.9",6.31402015975162,0.885865919324193,0.23957541997733,3.69764944754358,0.0002176051106726,0.0134559348888768,"up"
"ENSG00000187642.8",273.656420409752,0.424185016459958,0.114722750972377,3.69747946997971,0.000217750823671971,0.0134559348888768,"up"
"ENSG00000108691.8",2183.06790717035,-0.575134798954468,0.155548094671867,-3.69747247735649,0.00021775682004869,0.0134559348888768,"down"
"ENSG00000266554.1",18.877275236143,-1.11085110824935,0.300556012876297,-3.69598697300577,0.000219034203880689,0.013501264531348,"down"
"ENSG00000232034.1",2.42686265511897,-0.584511398352183,0.158158237385999,-3.69573793950189,0.00021924903489785,0.013501264531348,"down"
"ENSG00000273113.1",15.2351612433725,0.417784440273538,0.113162435229493,3.69190040340043,0.000222584633551962,0.0136593273846393,"up"
"ENSG00000114812.11",4046.77161287614,0.214068885145825,0.0579835081002694,3.69189261152741,0.000222591454478269,0.0136593273846393,"up"
"ENSG00000135919.11",603.008862954344,-0.36210137777375,0.0980915423739681,-3.69146380014354,0.000222967134281331,0.0136593273846393,"down"
"ENSG00000229444.1",2.42626346577655,1.32723318607946,0.359705923038475,3.68977295360661,0.000224454286072166,0.0137268065363687,"up"
"ENSG00000212961.4",1.85689739917526,-0.62865837209811,0.170429739585815,-3.68866591960945,0.000225432994907344,0.0137630130149865,"down"
"ENSG00000196711.7",20.7538887924313,-0.668252779660835,0.181206611994994,-3.68779467980614,0.000226206057648886,0.0137763351037504,"down"
"ENSG00000213023.8",94.4104808015792,0.662103739375323,0.179551214733064,3.68754809239059,0.000226425309349985,0.0137763351037504,"up"
"ENSG00000169313.9",38.8683371211787,-0.463671755847476,0.12578414547959,-3.68624959910159,0.000227583151254821,0.0138124578368277,"down"
"ENSG00000172366.18",2336.26018905052,0.366190664018113,0.0993532163252854,3.68574543997845,0.000228034196267712,0.0138124578368277,"up"
"ENSG00000269543.4",0.547317268972779,-1.50006974610945,0.407031044293236,-3.68539394510843,0.000228349156734413,0.0138124578368277,"down"
"ENSG00000170476.14",897.747948121078,0.524842943161074,0.14242119488008,3.68514632673175,0.000228571282721083,0.0138124578368277,"up"
"ENSG00000274515.1",9.31423045954387,0.386345475003176,0.104851266779296,3.68470011732337,0.000228972066798466,0.0138132250399284,"up"
"ENSG00000075891.20",27.7752024328326,-0.584680220966049,0.158757760682047,-3.68284497371451,0.000230645433783746,0.0138639996495457,"down"
"ENSG00000102796.9",839.959214145199,0.211243521094708,0.0573590865768551,3.68282575092377,0.000230662832951349,0.0138639996495457,"up"
"ENSG00000011009.9",4448.95484552926,0.211838297299468,0.0575260952975183,3.68247307945837,0.000230982265956245,0.0138639996495457,"up"
"ENSG00000251652.1",8.23722679729633,0.706336637329499,0.191891583383052,3.68091515467626,0.000232398334043004,0.0139255116222099,"up"
"ENSG00000101276.13",1328.28796873958,0.376366593670198,0.102272081334094,3.68005215852326,0.000233186252478133,0.0139492408142087,"up"
"ENSG00000144771.7",5.53204336130549,1.60337102311233,0.4359225110658,3.67811017419633,0.000234968467671247,0.0140322695802394,"up"
"ENSG00000179222.16",21698.6007523011,0.228736583564859,0.0622024687447164,3.6772910815423,0.000235723998457584,0.0140538095093815,"up"
"ENSG00000162729.12",5487.45715282129,0.214644280464479,0.0583818613797212,3.67655767376809,0.000236402427316498,0.0140706882867493,"up"
"ENSG00000252010.1",6.1088340517294,-0.742926846554704,0.202158005020389,-3.67498109451453,0.00023786702767142,0.0140922515046706,"down"
"ENSG00000083444.15",7666.44191824353,0.175103816900171,0.0476476429348312,3.67497332742491,0.000237874264121051,0.0140922515046706,"up"
