"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gen_reg"
"ENSG00000184060.9",259.535896005162,-0.308900174334331,0.0644312760132792,-4.79425821507348,1.63277856550772e-06,0.000618249866831025,"down"
"ENSG00000254248.1",1.05205234695007,-1.2037480682702,0.25131948613753,-4.7897124364303,1.67020493288288e-06,0.000625764254485267,"down"
"ENSG00000170689.9",51.0878397243828,-0.703112200089619,0.146880609448604,-4.7869640705409,1.69323132415863e-06,0.000627783151258104,"down"
"ENSG00000232044.6",10.648524155936,0.979754683131097,0.205087117603233,4.77726097368318,1.77699085818772e-06,0.000652045727994593,"up"
"ENSG00000172551.9",48.0355434536824,-0.924008231008599,0.19374301949719,-4.76924656902026,1.84916214137166e-06,0.000671604368345321,"down"
"ENSG00000139780.7",5.54539418882079,1.58558604923435,0.332732588840336,4.76534641455035,1.88529458638912e-06,0.000677811012256041,"up"
"ENSG00000265142.5",23.6818972872273,0.89281741935687,0.18785645087056,4.75265776192085,2.00760009539601e-06,0.000714135032885181,"up"
"ENSG00000157637.11",11101.0406742226,0.25561538332538,0.0538050660235324,4.75076795210292,2.02645571661291e-06,0.000714135032885181,"up"
"ENSG00000186335.7",4.42572457722378,1.35064006494205,0.285183195011802,4.73604366795229,2.17930650250892e-06,0.000755456709888836,"up"
"ENSG00000272002.1",6.52343275286964,0.584538854470942,0.123440050105518,4.73540681465432,2.18616135528194e-06,0.000755456709888836,"up"
"ENSG00000183091.18",534.02550805522,0.866049896705575,0.183007761208972,4.73231239475498,2.21976433770579e-06,0.000759693000691944,"up"
"ENSG00000072135.11",7687.56617547873,0.25959010836706,0.0550769454709456,4.71322630816555,2.43825144123364e-06,0.000826520795693608,"up"
"ENSG00000176887.6",6.66498669866251,1.09395747857557,0.23244629212127,4.7062806147273,2.52277199690052e-06,0.00084710399703472,"up"
"ENSG00000258857.1",6.91294252443084,-0.505900471223092,0.107750831668453,-4.69509574440908,2.66481878380241e-06,0.000885671225888688,"down"
"ENSG00000197172.9",2.51467336595495,-3.00165986060478,0.639768444338967,-4.69179104903526,2.70823650206703e-06,0.000885671225888688,"down"
"ENSG00000163631.15",192.762811187018,-1.07974164800846,0.230193511088523,-4.69058247082054,2.72428392890562e-06,0.000885671225888688,"down"
"ENSG00000172752.13",2.09275131279747,-1.40609152306966,0.299830750685159,-4.68961745870469,2.73716278053987e-06,0.000885671225888688,"down"
"ENSG00000124812.13",15.5971710243147,2.02775368313735,0.433102098114604,4.68192994669072,2.84186605661935e-06,0.000911108014232503,"up"
"ENSG00000188060.6",51.5665497079503,-0.438146629951762,0.0936185318594331,-4.68012712066061,2.86697096603378e-06,0.000911108014232503,"down"
"ENSG00000091482.5",21.9173613384224,1.19869117549051,0.256420475404332,4.67470927818996,2.94370320165875e-06,0.000924013445870294,"up"
"ENSG00000218175.2",213.104234127822,0.589684215814363,0.126173158125109,4.67361065203464,2.95950138592458e-06,0.000924013445870294,"up"
"ENSG00000179218.12",71650.3076868431,0.263434190140515,0.0565463398779122,4.65873106392543,3.18164541257956e-06,0.000984733088434298,"up"
"ENSG00000181523.11",4250.08575939646,0.220696531203316,0.0473909323617497,4.6569358357137,3.20950418521298e-06,0.00098479209020936,"up"
"ENSG00000130254.10",4485.36663885319,0.161464912302794,0.0347165008917928,4.65095583238821,3.30400091217746e-06,0.00100410026539935,"up"
"ENSG00000164756.11",5.33782351309892,-1.18379542375381,0.254691455872915,-4.64795891835686,3.35235656265811e-06,0.00100410026539935,"down"
"ENSG00000128228.4",1721.03593485351,0.408110996710992,0.0878098151254169,4.64766946756574,3.35706266913502e-06,0.00100410026539935,"up"
"ENSG00000127533.3",193.700037634015,0.657964854524465,0.141738231522379,4.64211276983924,3.44864541784527e-06,0.00102289696964472,"up"
"ENSG00000236027.2",1.181584519111,-1.60554306704236,0.346375510508193,-4.63526727015647,3.56476588601121e-06,0.00104860092711403,"down"
"ENSG00000144591.16",3872.40812659924,0.271208761610027,0.0585766200373179,4.62998311335215,3.65695554706941e-06,0.00106690179333477,"up"
"ENSG00000070081.14",7940.29228341708,0.45617318105052,0.0987262706198784,4.62058556639807,3.82658482306848e-06,0.00109956116935678,"up"
"ENSG00000170807.11",41.3576764435395,1.7921460696487,0.38804214325718,4.61843153067251,3.8665151730879e-06,0.00109956116935678,"up"
"ENSG00000188573.7",127.710051441793,0.908031141754327,0.19671493246802,4.61597465104459,3.91254705426007e-06,0.00109956116935678,"up"
"ENSG00000123500.8",435.887419784949,-0.920342570414892,0.199389904268338,-4.61579323081623,3.91596687358257e-06,0.00109956116935678,"down"
"ENSG00000200959.1",2.65295717579344,-1.0925378968287,0.236715684794457,-4.61540137391979,3.92336325986322e-06,0.00109956116935678,"down"
"ENSG00000185624.13",102159.173485989,0.29477787755457,0.0639245561702354,4.61134023002923,4.00081095027727e-06,0.00111250675119702,"up"
"ENSG00000163563.7",163.530675303899,-0.48114883586731,0.104748650595166,-4.59336548140235,4.36154208047104e-06,0.00120341369976904,"down"
"ENSG00000008324.9",1748.18536106307,0.405855170953695,0.0884164607152464,4.59026710264722,4.42679154252553e-06,0.00120928902029657,"up"
"ENSG00000174123.9",45.8828065737015,-0.684591540437494,0.149176477290341,-4.58913866899457,4.45078699909675e-06,0.00120928902029657,"down"
"ENSG00000255021.1",7.36615178695793,1.78991230199862,0.390232747913861,4.5867813800028,4.501316001713e-06,0.00121374153042477,"up"
"ENSG00000099985.3",62.5230493053672,-0.681619607846687,0.148656244865868,-4.58520668581201,4.53537559482185e-06,0.00121374153042477,"down"
"ENSG00000249631.4",1.69186875466022,-0.992662810476244,0.216937859079881,-4.57579333863862,4.74418698172115e-06,0.00124419527824184,"down"
"ENSG00000135346.7",52.8610265259497,1.0819754615234,0.236499039496549,4.57496767778283,4.7629351339187e-06,0.00124419527824184,"up"
"ENSG00000198754.5",28.5421040349376,0.543452017864027,0.118814898707993,4.57393831727829,4.78640806085472e-06,0.00124419527824184,"up"
"ENSG00000108515.16",280.050541834742,0.583018175328377,0.127468401696859,4.57382510149371,4.78899651951597e-06,0.00124419527824184,"up"
"ENSG00000144040.11",1082.47022509348,0.27145026982533,0.0593817200939201,4.57127663860184,4.84761817952563e-06,0.00125029908596997,"up"
"ENSG00000233215.4",22.9085817388539,-1.11611492219769,0.244494713079437,-4.56498591785527,4.99527871018495e-06,0.00127911478511952,"down"
"ENSG00000272573.4",5.64317063221648,0.937531363309038,0.205770866663194,4.5561909638238,5.20895831167732e-06,0.00132430323705379,"up"
"ENSG00000173486.11",6389.55613276785,0.401108805503981,0.0880759038900124,4.55412647260343,5.26037028309009e-06,0.00132788907436898,"up"
"ENSG00000174502.17",13.7670074495379,-0.819478947389075,0.18017386634872,-4.54826753732978,5.40893463421273e-06,0.0013557761298277,"down"
"ENSG00000105641.3",20.0500239880437,-0.807094893269021,0.177532386366645,-4.54618399373163,5.46272862579551e-06,0.00135968461523035,"down"
"ENSG00000149483.10",1649.40227667944,0.277862377392074,0.0612889204083223,4.5336477709329,5.79736744046268e-06,0.00143295624519714,"up"
"ENSG00000090520.9",3293.06293230969,0.203162609484004,0.0449465855708345,4.52008994462606,6.18133636812908e-06,0.00151732624379875,"up"
"ENSG00000118939.16",448.435868421153,0.309086879559091,0.0684706948449861,4.51414842888401,6.35716839553355e-06,0.00154979927878237,"up"
"ENSG00000273027.1",24.190153953491,0.498586218235481,0.110517826756792,4.51136466275871,6.44118751363238e-06,0.00155959991273957,"up"
"ENSG00000215861.5",58.9515756965685,0.822539431508923,0.182687056196382,4.5024505218625,6.71743965464168e-06,0.00161549884883555,"up"
"ENSG00000125355.14",89.5541304941133,-0.507859143274691,0.113243304399701,-4.48467259028544,7.3025977669661e-06,0.00174443867328607,"down"
"ENSG00000004809.12",25.4658038538316,0.911028461171865,0.203364811336142,4.47977432863754,7.4721998653996e-06,0.00177305339872779,"up"
"ENSG00000245008.3",0.62008775105151,-1.95465832699814,0.437088904573633,-4.47199255470657,7.74941261532606e-06,0.00182665459084305,"down"
"ENSG00000184261.4",31.5997451121279,0.718148800859116,0.160901904320563,4.4632709842163,8.07178643586833e-06,0.00189012562244646,"up"
"ENSG00000170549.3",4.65801253474445,1.30387091071925,0.292246780874645,4.46154071164441,8.13724828656704e-06,0.00189300051152798,"up"
"ENSG00000196664.4",139.224385692649,-0.509786687432922,0.114299030122392,-4.4601138512465,8.19161256521737e-06,0.00189327315606352,"down"
"ENSG00000279541.1",34.5676430424658,-0.352164802171105,0.0790587773737462,-4.4544681042342,8.41014301289083e-06,0.00193124013069563,"down"
"ENSG00000165376.9",23.2039328138165,-1.01198034442834,0.227449892849306,-4.44924520188196,8.61725921922699e-06,0.00196611607301248,"down"
"ENSG00000180176.13",5.31686359915948,1.00939836968552,0.226951082540354,4.44764730084967,8.68159237188028e-06,0.00196817781714863,"up"
"ENSG00000111912.17",2032.61604934419,-0.550743531543041,0.123914338680673,-4.44455046451327,8.80758332722115e-06,0.00198410324915052,"down"
"ENSG00000254206.4",26.1720356072453,0.654323644489379,0.147659428228486,4.43130284560556,9.36654295137887e-06,0.00209675071238005,"up"
"ENSG00000145050.14",5249.9277032143,0.302929570375491,0.0684051950576859,4.42845854207464,9.49089569520157e-06,0.00211130906549568,"up"
"ENSG00000157303.9",73.9171885004213,-0.46803732538328,0.105808456973315,-4.42343966419735,9.71417698410539e-06,0.00214755715152337,"down"
"ENSG00000134765.8",13.0570087286839,-0.597226127342317,0.1354291980593,-4.40987716017348,1.03429272874688e-05,0.00227244327742517,"down"
"ENSG00000109072.12",77.9925702614108,0.86489977198777,0.196350008447424,4.40488787765629,1.05838605791177e-05,0.00230410667493369,"up"
"ENSG00000232578.4",3.96032813161935,-0.78031771625516,0.17717500460845,-4.40422009853835,1.06165115244325e-05,0.00230410667493369,"down"
"ENSG00000271639.1",0.768633925384863,-0.945989045952391,0.214882804527901,-4.40234875019774,1.07085240059378e-05,0.00230999087844451,"down"
"ENSG00000135414.8",2452.78332620272,0.619146906909739,0.141393388954374,4.37889572835355,1.19282183623262e-05,0.00255759684439926,"up"
"ENSG00000180879.12",17030.8514313058,0.359342338788071,0.0821386068146666,4.37482875256057,1.21527844087914e-05,0.0025901440446833,"up"
"ENSG00000258240.4",1.00094904894929,1.78794419748072,0.408974165793026,4.37177784570766,1.23238888670919e-05,0.00260868937046979,"up"
"ENSG00000258711.2",3.02508843035205,0.989766173552534,0.226456208006085,4.37067361618074,1.23863822552017e-05,0.00260868937046979,"up"
"ENSG00000233912.1",21.9189838276056,0.43727503740428,0.10016131559609,4.36570780647124,1.267117710774e-05,0.00264966970030308,"up"
"ENSG00000137288.8",2248.05542718564,0.303765177348571,0.0695959207435421,4.36469801826363,1.27298490925695e-05,0.00264966970030308,"up"
"ENSG00000133195.10",1339.03414824328,0.262302043452339,0.0601639503246228,4.35978758105231,1.30188758240072e-05,0.00269407469304586,"up"
"ENSG00000160349.8",3.42516827641338,3.76474111859427,0.864387526480786,4.35538575379703,1.32832783564596e-05,0.00273290015341888,"up"
"ENSG00000177548.11",6281.16041090745,0.363207516323366,0.0836370997168655,4.34266034514495,1.40767676179393e-05,0.0028795079875018,"up"
"ENSG00000130600.14",272.732778551102,0.992541395927547,0.228781053695974,4.33838982683649,1.43530404651742e-05,0.00291924439586826,"up"
"ENSG00000161671.15",11817.5411445693,0.218226182169509,0.0503537371061329,4.33386268251637,1.46515584874065e-05,0.00296302796160376,"up"
"ENSG00000260160.1",127.275245926925,0.337742566191981,0.078005927462113,4.32970387226048,1.49309985608395e-05,0.00299584825943814,"up"
"ENSG00000189114.6",848.939049592195,0.174211468356242,0.0402545845922757,4.32774229620719,1.50645582567238e-05,0.00299584825943814,"up"
"ENSG00000147536.10",76.8914423193872,-0.373557592018006,0.0863563452543298,-4.32576889304236,1.5200072213917e-05,0.00299584825943814,"down"
"ENSG00000144354.12",227.303612284741,-0.496302344507136,0.114750699552665,-4.3250485307879,1.52498285723618e-05,0.00299584825943814,"down"
"ENSG00000231574.4",11.393117631144,-0.620070745064105,0.143375930617301,-4.32478967979081,1.52677456432169e-05,0.00299584825943814,"down"
"ENSG00000226539.1",3.13829353189498,0.731259133774226,0.169114296115448,4.32405272984741,1.53188655976664e-05,0.00299584825943814,"up"
"ENSG00000167797.6",4071.65837284942,0.301029276061837,0.0697202803710244,4.31767162237266,1.57683790941688e-05,0.00306690665081284,"up"
"ENSG00000198125.11",2743.56188150365,0.633030134608651,0.146677258324249,4.31580288478842,1.59023837611082e-05,0.00306799341916725,"up"
"ENSG00000255114.1",13.2262021166453,0.509018568097988,0.117972334227349,4.31472829144027,1.59799322818403e-05,0.00306799341916725,"up"
"ENSG00000120696.8",1105.24452585894,0.273903751842007,0.0634918013087074,4.31400190569871,1.60325562881777e-05,0.00306799341916725,"up"
"ENSG00000117525.12",10510.9075147178,0.672767118076274,0.156076330298893,4.31050061715247,1.62885374304917e-05,0.00310030969392241,"up"
"ENSG00000069122.17",3117.449786112,0.800698838360458,0.185890470652541,4.30736893370447,1.65207928325847e-05,0.0031136711153786,"up"
"ENSG00000234263.1",27.6366799086591,0.59993137833419,0.139285826049477,4.30719618320016,1.65336959741116e-05,0.0031136711153786,"up"
"ENSG00000253988.1",4.71175378965445,-0.55959770308904,0.130110307483561,-4.30094827928789,1.70068754969519e-05,0.0031859248398053,"down"
"ENSG00000166159.9",5.78894435830079,0.895263564468459,0.208310572051591,4.2977346548054,1.72552549492072e-05,0.0032155303110321,"up"
"ENSG00000121073.12",2620.61594353777,0.183174193799281,0.0426468647549495,4.2951385723618,1.74584251138188e-05,0.00323644648477163,"up"
"ENSG00000171431.3",18.6071122555474,-1.00501095198292,0.234210267287288,-4.29106274299304,1.77820059277946e-05,0.00325820506321217,"down"
"ENSG00000171954.11",101.77269637854,0.830875851432187,0.193632613748549,4.29099125063281,1.77877323914684e-05,0.00325820506321217,"up"
"ENSG00000271410.1",1.18191539517083,-1.26929508819703,0.295858494315218,-4.29021005847708,1.78504196703389e-05,0.00325820506321217,"down"
"ENSG00000142700.10",2.75387438452904,0.94972710090464,0.221524972393976,4.28722365086487,1.8092011763019e-05,0.00328545395245477,"up"
"ENSG00000262636.1",2.43576804439023,-0.65460927739519,0.15288608529168,-4.28167989353846,1.85487682627721e-05,0.00332177202414688,"down"
"ENSG00000226958.1",55.2227639675385,0.941833292938386,0.220045702349794,4.28017126842681,1.86749543433381e-05,0.00332177202414688,"up"
"ENSG00000127074.13",36.7151781748859,-0.626074696802332,0.146336051238548,-4.27833532136072,1.88296218533898e-05,0.00332177202414688,"down"
"ENSG00000167588.11",31.7220311338168,0.64228078103802,0.150128031809892,4.27822021840228,1.88393591216909e-05,0.00332177202414688,"up"
"ENSG00000254092.1",5.48940172586213,-0.944604397331796,0.220794573728073,-4.27820476464768,1.88406668151347e-05,0.00332177202414688,"down"
