"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight"
"RTL1",1.14935448614735,1.20463233265069,0.377857269055506,3.18806181937904,0.0014322991124966,0.0589116923436469,0.580914653900378
"RP11-536I6.2",7.36615178695793,1.78991230199862,0.390232747913861,4.5867813800028,4.501316001713e-06,0.00147730262906465,1.10742811836683
"RP11-529A4.7",3.32314274269699,1.03461981599455,0.386490982993264,2.67695719051893,0.00742941269392092,0.150654263794865,0.511683171739472
"RP1-46F2.3",1.00094904894929,1.78794419748072,0.408974165793026,4.37177784570766,1.23238888670919e-05,0.00431057875212332,0.580914653900378
"LINC02313",1.00906581359432,1.08388451750592,0.362022626752221,2.99396898815322,0.00275373932540444,0.0849324328095657,0.553901315060074
"CXADRP2",9.78974218789859,1.53007410602102,0.442803446172001,3.45542501813929,0.000549425987027257,0.0233708482446609,1.26127866779888
"RP11-1085N6.5",0.478867904044563,1.48497020925781,0.719373721622151,2.06425417640956,0.0389936232550578,1,0
"RP11-259K15.2",1.49182515425465,1.02558677053823,0.364775810100011,2.81155367801676,0.004930286346273,0.118776226401639,0.528306094368002
"RP11-219E7.4",1.5513270709779,1.28831447772708,0.510953230129397,2.5213941350382,0.0116890842553598,0.1835196274212,0.560198219422388
"RP11-507B12.2",1.08561929785262,1.18210328264501,0.362071002632809,3.26483831637806,0.00109526576867002,0.0532601796686369,0.528306094368002
"AC000032.2",0.93778320709683,1.10213230195721,0.427484017943035,2.57818364125153,0.00993211985969274,0.190268443671003,0.446986994137115
"FRG2GP",1.20218308208008,1.22117423964861,0.49025030251619,2.49091991046408,0.0127412837065719,0.199016010697619,0.528306094368002
"RP5-912I13.1",6.4156637874387,1.05772761914798,0.347502732862525,3.04379654926751,0.00233613069253954,0.0562091100903376,1.02239519788125
"RP13-379O24.2",1.54911390160708,2.10300411279584,0.791683681767735,2.6563691550394,0.007898709640724,0.152677284730226,0.53081734869188
"LINC01541",0.564107484862929,1.23621526176175,0.604727039892113,2.04425332457813,0.0409285277034648,0.353058713281393,0.588985819527497
"RP5-978I12.1",2.65561433508197,1.05518710326853,0.335768726861196,3.1426009001271,0.00167453987706576,0.0633656857903164,0.600297986581954
"LINC01976",0.997855441893263,1.84408144613489,0.445797415762336,4.13659070450514,3.52504052017319e-05,0.00860849401615713,0.494929015901026
"RP11-3M1.1",18.9771277271201,1.16411905851944,0.294220023166203,3.9566275809238,7.60152985298922e-05,0.00717039365384047,1.43982022191843
"MTCO1P40",160.41757004457,1.17239580011412,0.185847369872908,6.30837983295574,2.81971530254882e-10,6.81760731982044e-07,1.33409622263542
"RP11-355F22.1",1.23195727819036,1.32399709259282,0.446355868606057,2.96623655185174,0.00301468517338294,0.0870773268509606,0.580914653900378
"NETO1-DT",0.801695299227148,1.18809313707329,0.45384146637859,2.61785937400924,0.00884832616147352,0.178578079257794,0.446986994137115
"RP11-739N10.1",0.619965703410082,1.35866683939275,0.594617907575459,2.28494100511148,0.0223162872265247,0.307226271834199,0.421029280033865
"MYH4",0.592735055600727,1.1046232318984,0.523918223771628,2.108388641163,0.0349973861592746,0.387774102414101,0.421029280033865
"RP11-713C5.1",8.71623021823971,1.80269218655548,0.316181368101902,5.70144976403065,1.18792745504416e-08,1.64448898992784e-05,1.20262745665015
"RP11-296E23.1",1.59500276707824,2.11899244200583,0.627116803498592,3.37894381107999,0.000727648785537055,0.0416378280893209,0.560198219422388
"GACAT2",5.66858222596443,1.0436174061628,0.246014928582734,4.24208974705304,2.21448097403445e-05,0.00382337077255657,1.26127866779888
"DNAAF3-AS1",16.4979230709792,1.93396844113961,0.377924947959489,5.11733467605563,3.09883476768552e-07,0.000203134018387499,1.07851641411587
"RP1-193H18.3",3.42661035895137,1.12664027748036,0.281487152568734,4.00245718925043,6.26880135248936e-05,0.0104651209327743,0.600297986581954
"RP11-762E8.1",3.19709907771703,1.27287286656229,0.370706162196417,3.43364366812943,0.000595526513229625,0.0375884974768108,0.568537995857626
"RP11-150D20.5",0.676024578350889,1.27308946177352,0.407417029454504,3.12478215129612,0.00177936783651998,0.0661634960343675,0.588985819527497
"RP4-545L17.12",0.997586003015231,1.26323276464174,0.38355137346425,3.293516467513,0.000989425456241322,0.0479559106104344,0.580914653900378
"RP11-403B2.10",11.7683365508164,1.11409719969737,0.334403139158972,3.331599106693,0.000863485477744359,0.025453215855686,1.67704894506228
"RP11-196B3.3",1.04949419558388,1.11510837367769,0.328939661583541,3.39000887977287,0.000698903597658467,0.0419743621761885,0.530131993540623
"LINC02826",31.7409815204101,1.04461223952786,0.25223534243139,4.14141899964715,3.45163767984739e-05,0.00393003086833459,1.87778649681986
"RP11-1H8.5",3.66691132331379,1.12851287174784,0.201757006885128,5.59342591947931,2.2263224137668e-08,4.55728029454878e-05,0.600297986581954
"RP11-316N24.2",2.57997429075649,1.28167402373813,0.466587960312183,2.74690762033506,0.00601600769482933,0.126735141990956,0.568537995857626
"RP11-83B20.7",1.75913277105681,1.02850667611037,0.273070717132842,3.76644807216744,0.000165586504582939,0.0190752941000797,0.53081734869188
