,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000204237.4,1494.093265,0.230976717,0.076002987,3.03904791,0.002373271,0.049273944
ENSG00000231081.1,8.126826256,0.499082972,0.164226576,3.038990293,0.002373725,0.049273944
ENSG00000089199.8,452.8741141,0.563706446,0.185495038,3.038930048,0.0023742,0.049273944
ENSG00000214215.3,5.900483445,-0.486012839,0.159938161,-3.038754708,0.002375582,0.049273944
ENSG00000229567.1,3.925231372,0.372889215,0.122721503,3.038499406,0.002377596,0.049286992
ENSG00000250337.4,9.521054265,-0.774654702,0.254965235,-3.038275795,0.002379361,0.049294872
ENSG00000130023.14,1136.11371,0.128889763,0.042431843,3.037571669,0.002384927,0.049381443
ENSG00000258917.1,1.445616687,-0.568376756,0.187175827,-3.036592732,0.002392685,0.049462929
ENSG00000278107.1,43.4070481,0.279417882,0.092020912,3.036460699,0.002393733,0.049462929
ENSG00000248408.1,360.8436064,0.520203852,0.171327167,3.036318523,0.002394862,0.049462929
ENSG00000134107.4,8461.183614,-0.346019969,0.11396503,-3.036194237,0.00239585,0.049462929
ENSG00000163499.10,77.02476535,0.454631398,0.149740361,3.03613131,0.00239635,0.049462929
ENSG00000130653.14,4766.750046,0.24652157,0.081198813,3.036024307,0.0023972,0.049462929
ENSG00000226380.6,41.66382495,-0.394131988,0.129834545,-3.035648077,0.002400193,0.049495991
ENSG00000203724.9,122.3326804,0.273294344,0.090044726,3.035095524,0.002404595,0.049558052
ENSG00000068308.12,4901.200708,0.088648342,0.029211314,3.034726322,0.00240754,0.049590039
ENSG00000238097.1,0.505617132,-0.957723594,0.315648416,-3.034146682,0.002412171,0.049656685
ENSG00000198258.9,6223.684406,0.197360595,0.06505149,3.033913516,0.002414036,0.049666353
ENSG00000266274.2,7.138279368,-0.307792177,0.101473072,-3.033239956,0.002419431,0.049748596
ENSG00000211716.2,6.713300092,-0.488440271,0.161061212,-3.032637504,0.002424266,0.049799169
ENSG00000187510.6,25.73471301,-0.416363644,0.137296618,-3.032584861,0.002424689,0.049799169
ENSG00000185651.13,5587.885958,0.116411641,0.038398728,3.031653537,0.002432182,0.049924251
ENSG00000130770.16,6103.599683,0.182721799,0.060277829,3.031326825,0.002434815,0.049949502
ENSG00000109066.12,1120.273438,0.132153288,0.043618441,3.029757245,0.002447504,0.05017604
ENSG00000238164.5,322.0869341,0.304671882,0.10056464,3.02961241,0.002448678,0.05017604
ENSG00000111046.3,14.12589598,2.222728623,0.733791735,3.029100106,0.002452834,0.050232289
ENSG00000159479.15,2034.694633,0.087128616,0.02876708,3.028761218,0.002455587,0.050259749
ENSG00000086991.11,120.0126144,-0.44258055,0.146135115,-3.028570865,0.002457134,0.05026252
ENSG00000163807.5,2016.936501,-0.123492334,0.040780519,-3.028218796,0.002459999,0.050292215
ENSG00000218018.2,10.52421193,-0.369458339,0.122017848,-3.027904067,0.002462562,0.050315721
ENSG00000138135.6,196.5732215,-0.432048648,0.142748896,-3.026633898,0.002472933,0.050494665
ENSG00000162194.11,220.0013072,0.186310102,0.061565556,3.026206767,0.002476429,0.050494665
ENSG00000213440.2,0.957472241,-0.796770936,0.263295566,-3.026146427,0.002476923,0.050494665
ENSG00000275301.1,2.327360361,-0.717894827,0.237231385,-3.026137655,0.002476995,0.050494665
ENSG00000229990.3,0.658814536,-0.799450236,0.264206396,-3.025854969,0.002479312,0.050512965
ENSG00000161914.8,446.788703,0.185754713,0.061395019,3.025566514,0.002481678,0.050532248
ENSG00000108465.13,7200.71693,0.204357338,0.0675535,3.025118415,0.002485358,0.050552524
ENSG00000101447.12,609.1643371,-0.413774515,0.13678047,-3.025099372,0.002485514,0.050552524
ENSG00000116237.14,5457.298482,0.094333055,0.031191354,3.024333448,0.002491816,0.050651752
ENSG00000186094.15,21.41416723,-0.345869465,0.114382706,-3.023791605,0.002496283,0.05071359
ENSG00000228634.1,1.852225974,-0.519895336,0.171952167,-3.023488121,0.002498788,0.050735525
ENSG00000135077.7,245.3549132,-0.253770921,0.083965677,-3.022317332,0.002508474,0.050834426
ENSG00000275632.1,47.88877789,0.263368928,0.087145498,3.022174784,0.002509656,0.050834426
ENSG00000159166.12,3172.83018,0.205535258,0.068013003,3.021999448,0.00251111,0.050834426
ENSG00000131686.13,1.868435824,-0.850017806,0.281290468,-3.021850733,0.002512344,0.050834426
ENSG00000111481.8,10658.93271,0.109854532,0.036357516,3.021508145,0.002515189,0.050834426
ENSG00000157916.17,5875.404543,0.108315882,0.035849046,3.021443956,0.002515722,0.050834426
ENSG00000233070.1,10.95734966,-0.429516588,0.142156887,-3.021426524,0.002515867,0.050834426
ENSG00000196136.15,270.827118,-0.61152835,0.202402387,-3.02134949,0.002516507,0.050834426
ENSG00000172824.13,202.9714397,0.386641597,0.127969867,3.021348748,0.002516513,0.050834426
ENSG00000056487.14,434.0417406,0.3479011,0.115160575,3.021008709,0.002519341,0.050862682
ENSG00000199676.1,1.83551025,0.648736284,0.214801687,3.020163816,0.00252638,0.050961649
ENSG00000198546.13,1451.349517,0.251681217,0.083336034,3.020076709,0.002527107,0.050961649
ENSG00000140937.12,1903.8047,-0.321845654,0.106622683,-3.018547697,0.002539894,0.051190517
ENSG00000185008.16,162.6305188,-0.380702353,0.126135584,-3.018199477,0.002542815,0.051201089
ENSG00000073910.18,1509.122386,-0.259511423,0.08598383,-3.018142152,0.002543296,0.051201089
ENSG00000237187.7,398.5085636,-0.251648881,0.083397115,-3.017477043,0.002548883,0.051277302
ENSG00000105672.13,117.3989733,0.263822768,0.08743955,3.017201795,0.002551199,0.051277302
ENSG00000213614.8,3246.495379,0.246681087,0.08175889,3.017177527,0.002551403,0.051277302
ENSG00000257989.1,313.9716474,0.332869773,0.110341776,3.016715754,0.002555293,0.051307047
ENSG00000079931.13,1967.306753,-0.340595117,0.112904723,-3.016659591,0.002555766,0.051307047
ENSG00000248515.1,3.183690147,-1.074176783,0.356111817,-3.016403079,0.00255793,0.051312537
ENSG00000158428.3,152.6604244,0.308800044,0.102377596,3.016285356,0.002558923,0.051312537
ENSG00000131899.9,1572.109394,-0.132015508,0.043770455,-3.016087196,0.002560596,0.051317172
ENSG00000100055.19,323.130399,-0.276216255,0.091596036,-3.015591809,0.002564783,0.051372152
ENSG00000105647.13,74.48379256,0.296751591,0.098424166,3.015027735,0.002569558,0.051438843
ENSG00000140990.13,5704.577405,0.219001435,0.072645465,3.014660803,0.002572668,0.0514517
ENSG00000185100.9,425.1140559,0.198883641,0.065973237,3.014610933,0.002573091,0.0514517
ENSG00000028137.15,1181.666248,-0.247269078,0.082030151,-3.01436819,0.002575151,0.051463977
ENSG00000132698.12,4793.375197,0.184544692,0.061233453,3.013788763,0.002580074,0.051533427
ENSG00000140350.14,8438.374002,0.100174529,0.033244386,3.013276573,0.002584433,0.051591538
ENSG00000228382.1,1.590841542,-0.584475409,0.194002438,-3.012721982,0.00258916,0.051606931
ENSG00000259848.7,2.373829936,-0.546053256,0.181252122,-3.012672353,0.002589583,0.051606931
ENSG00000280997.1,3.218184727,-0.679021572,0.225390242,-3.012648486,0.002589787,0.051606931
ENSG00000169223.13,10879.70067,0.171450292,0.056912847,3.012505963,0.002591003,0.051606931
ENSG00000087495.15,12.82733261,0.473421204,0.157248501,3.010656384,0.002606837,0.051862836
ENSG00000101440.8,9.215375661,0.428572835,0.142367604,3.010325545,0.002609678,0.051862836
ENSG00000232535.1,1.721631328,0.808429603,0.268553448,3.01031176,0.002609797,0.051862836
ENSG00000072778.18,15626.79507,0.180304369,0.059902081,3.009985076,0.002612605,0.051862836
ENSG00000262580.4,891.0305703,0.353233187,0.117355337,3.009945657,0.002612944,0.051862836
ENSG00000232268.5,4.909019361,-0.693294929,0.230350161,-3.009743624,0.002614683,0.051862836
ENSG00000231856.2,176.7677896,0.184538776,0.061314583,3.009704483,0.00261502,0.051862836
ENSG00000120662.14,298.4184571,0.151391348,0.050304373,3.009506702,0.002616723,0.051862836
ENSG00000205277.8,1093.816693,0.640060088,0.212681392,3.009478556,0.002616966,0.051862836
ENSG00000182087.11,7201.102178,0.14671028,0.04875483,3.009143479,0.002619854,0.051891179
ENSG00000271868.1,36.10175846,0.224716974,0.074702408,3.008162382,0.002628327,0.052030049
ENSG00000148798.8,36.94227281,0.524793843,0.174482984,3.007707862,0.00263226,0.052078958
ENSG00000115648.12,20356.90859,0.225885241,0.075127082,3.006708555,0.002640928,0.052221422
ENSG00000178789.7,30.68814178,-0.364997783,0.121420328,-3.006068176,0.002646497,0.052234696
ENSG00000226742.3,812.139699,0.23051634,0.07668807,3.005895697,0.002647998,0.052234696
ENSG00000110107.7,11253.45636,0.117735669,0.039169394,3.005807779,0.002648764,0.052234696
ENSG00000136450.11,7997.453158,0.089380518,0.029736556,3.005745456,0.002649307,0.052234696
ENSG00000125895.5,103.0708462,0.481681327,0.160263118,3.005565674,0.002650873,0.052234696
ENSG00000179262.8,4819.151756,0.097821008,0.03254743,3.00549098,0.002651525,0.052234696
ENSG00000103316.9,2922.589742,0.365527908,0.121621646,3.00545109,0.002651872,0.052234696
ENSG00000280890.1,1.16603656,-0.734896592,0.244599527,-3.00448902,0.002660274,0.052344978
ENSG00000211962.2,94.92339845,-0.648675508,0.215903248,-3.004473129,0.002660413,0.052344978
ENSG00000229649.1,0.575385159,-1.417820804,0.472057595,-3.003491138,0.002669013,0.052485186
ENSG00000198643.5,2074.364319,0.51389575,0.171139412,3.002790208,0.002675168,0.052577165
ENSG00000227745.1,0.554863908,-0.806449598,0.26864241,-3.00194448,0.002682611,0.052682548
ENSG00000104972.13,129.2497832,-0.297640419,0.099152503,-3.001844742,0.00268349,0.052682548
ENSG00000279380.1,1.172786744,-0.706511108,0.235375687,-3.001631642,0.002685369,0.052690375
ENSG00000153896.16,559.8908599,0.14254136,0.047493313,3.001293246,0.002688355,0.052696493
ENSG00000181378.12,196.7717415,0.384503342,0.128113939,3.001260792,0.002688642,0.052696493
ENSG00000169306.8,61.34005148,0.549114294,0.182987565,3.00082846,0.002692462,0.052720255
ENSG00000267174.4,38.7080152,0.331049573,0.110323551,3.000715361,0.002693462,0.052720255
ENSG00000176422.12,1609.836121,0.117361852,0.039112523,3.000620883,0.002694298,0.052720255
ENSG00000244380.1,1.582046585,-0.538020623,0.179350532,-2.999827294,0.002701327,0.052828759
ENSG00000171608.14,487.1463982,-0.267685726,0.08926014,-2.998939118,0.002709214,0.052952778
ENSG00000277692.1,11.122863,0.343367639,0.114509178,2.998603659,0.002712199,0.052952778
ENSG00000102145.12,6.274847332,-0.347010266,0.115727711,-2.998506268,0.002713066,0.052952778
ENSG00000162430.15,14801.8669,0.123198326,0.041087419,2.998444053,0.00271362,0.052952778
ENSG00000276250.1,10.77516898,0.386215647,0.128835146,2.997750689,0.002719801,0.05304431
ENSG00000273035.1,9.51987076,0.299704395,0.099996127,2.997160026,0.002725076,0.053093227
ENSG00000243279.3,1072.761167,0.237004296,0.079076927,2.997135869,0.002725292,0.053093227
ENSG00000152495.9,590.1938338,-0.356817184,0.119067131,-2.99677318,0.002728536,0.053123063
ENSG00000137752.21,380.5976233,-0.287168814,0.095834749,-2.996499876,0.002730983,0.053123063
ENSG00000207110.1,16.81157108,0.341888322,0.114107791,2.996187357,0.002733784,0.053123063
ENSG00000278029.1,21.77550704,0.365156807,0.121877739,2.996091084,0.002734647,0.053123063
ENSG00000122728.6,1.412303679,-0.568650794,0.189800742,-2.996040947,0.002735097,0.053123063
ENSG00000156427.7,50.95771076,-0.350625111,0.117032448,-2.995964948,0.002735779,0.053123063
ENSG00000229839.5,6.978673164,-0.309136612,0.103202908,-2.995425397,0.002740623,0.05318089
ENSG00000105967.14,99.87264486,-0.349064873,0.116537511,-2.995300584,0.002741745,0.05318089
ENSG00000183662.9,35.50753811,0.477934703,0.159585134,2.994857292,0.002745733,0.053191277
ENSG00000131828.12,2902.212782,0.113742741,0.037980001,2.994806163,0.002746193,0.053191277
ENSG00000089041.15,190.4206246,-0.247203925,0.082548185,-2.99466216,0.00274749,0.053191277
ENSG00000226493.1,3.810704579,-0.386659155,0.129126572,-2.994419738,0.002749674,0.053191277
ENSG00000258474.1,1.009065814,1.083884518,0.362022627,2.993968988,0.002753739,0.053191277
ENSG00000233845.1,1.094828981,-0.699007068,0.233487989,-2.993760279,0.002755624,0.053191277
ENSG00000120697.7,1988.280229,0.163226343,0.054523289,2.993699514,0.002756172,0.053191277
ENSG00000197046.10,34.93613835,0.41687598,0.139256986,2.993573198,0.002757314,0.053191277
ENSG00000155313.14,1977.860184,-0.158043711,0.052796893,-2.993428267,0.002758623,0.053191277
ENSG00000266805.1,4.914227108,0.51989044,0.173677736,2.993420185,0.002758697,0.053191277
ENSG00000123415.13,1703.66419,0.152048247,0.050794197,2.993417662,0.002758719,0.053191277
ENSG00000079616.11,4178.917981,0.252870901,0.084487993,2.992980326,0.002762676,0.053238718
ENSG00000198075.8,217.5234589,-0.482575613,0.161251638,-2.992686587,0.002765336,0.053261144
ENSG00000186446.10,293.3564843,-0.173544999,0.05799302,-2.992515274,0.002766888,0.053262224
ENSG00000168653.9,6848.976532,0.208470715,0.069673746,2.992098567,0.002770668,0.053284737
ENSG00000196353.10,7064.614427,0.244092869,0.081580307,2.99205627,0.002771052,0.053284737
ENSG00000229652.1,3.1757016,0.46227303,0.15456172,2.990863647,0.002781897,0.053436933
ENSG00000275981.1,0.924061444,-0.871419455,0.291374022,-2.990724599,0.002783164,0.053436933
ENSG00000204472.11,523.163464,-0.275012251,0.091956093,-2.990690916,0.002783471,0.053436933
ENSG00000125730.15,8079.676691,-0.389030624,0.13014395,-2.989233252,0.002796785,0.053663602
ENSG00000184207.8,799.6255569,0.214569009,0.071792752,2.988728026,0.002801414,0.053723448
ENSG00000265096.1,2.366515949,0.883774613,0.295737381,2.988376408,0.002804639,0.053756337
ENSG00000235300.4,1.069088477,1.423056054,0.476268104,2.987930628,0.002808733,0.053805831
ENSG00000158869.9,487.880775,-0.250730546,0.08394466,-2.986855232,0.002818632,0.05394537
ENSG00000272223.1,41.07260744,0.25426727,0.085130044,2.986810031,0.002819048,0.05394537
ENSG00000006062.12,851.0086335,-0.220625073,0.073875449,-2.986446466,0.002822403,0.053980533
ENSG00000163832.14,1794.8773,0.137510507,0.046068503,2.984913709,0.002836583,0.054222615
ENSG00000170430.9,2334.11552,0.240322827,0.08052686,2.98438094,0.002841528,0.054287972
ENSG00000181885.17,5779.241957,0.313739235,0.105164643,2.983314797,0.002851445,0.054448229
ENSG00000166349.8,43.56431961,-0.347717017,0.116593038,-2.982313732,0.002860787,0.05457523
ENSG00000105928.12,371.3863244,-0.247509301,0.082993496,-2.982273454,0.002861163,0.05457523
ENSG00000211448.10,1823.601508,-0.30939328,0.10377882,-2.981275743,0.002870502,0.054696077
ENSG00000177757.2,21.87088046,0.38359927,0.128671465,2.981230303,0.002870928,0.054696077
ENSG00000131116.10,2019.142524,0.202018359,0.067773107,2.98080415,0.002874926,0.054696077
ENSG00000070915.8,30.92748487,0.535032177,0.179494769,2.980767513,0.00287527,0.054696077
ENSG00000224087.1,57.366684,0.525860391,0.176429974,2.980561519,0.002877204,0.054696077
ENSG00000005238.18,1498.607283,0.167504718,0.056199455,2.980539876,0.002877408,0.054696077
ENSG00000087087.17,6447.708936,0.11545997,0.038739111,2.980449635,0.002878256,0.054696077
ENSG00000100429.16,525.7672139,0.285803416,0.095912691,2.979828993,0.002884093,0.054763409
ENSG00000180777.12,6.050468644,-0.667608785,0.224053412,-2.979685861,0.002885441,0.054763409
ENSG00000138160.5,357.3395742,-0.264442932,0.088755985,-2.979437758,0.002887779,0.054763409
ENSG00000198937.8,999.7781489,0.228033659,0.076539143,2.979307694,0.002889005,0.054763409
ENSG00000272476.1,57.78549933,0.221416502,0.074319392,2.979256081,0.002889492,0.054763409
ENSG00000145700.8,18.64487589,-0.250522926,0.084096614,-2.978989461,0.002892007,0.054781913
ENSG00000185825.14,15933.03423,0.1590375,0.053393566,2.978589229,0.002895787,0.054824334
ENSG00000247134.5,7.107079637,-0.332790193,0.111779243,-2.977209214,0.002908854,0.055035232
ENSG00000105671.10,3175.072484,0.173950995,0.058435324,2.976812391,0.002912622,0.055035232
ENSG00000160211.14,2112.210565,0.128839494,0.043281725,2.976764295,0.002913079,0.055035232
ENSG00000164008.12,495.4026695,0.146907079,0.049352152,2.976710697,0.002913588,0.055035232
ENSG00000165948.9,479.7200263,0.22068113,0.074138704,2.97659815,0.002914658,0.055035232
ENSG00000260468.1,5.960496264,0.339797049,0.11419524,2.975579808,0.002924352,0.055171837
ENSG00000123154.10,566.0894147,0.180929807,0.060806661,2.975493198,0.002925178,0.055171837
ENSG00000053918.14,1738.376361,0.323323535,0.108667388,2.975350191,0.002926543,0.055171837
ENSG00000164691.15,211.059075,-0.362204616,0.121748402,-2.975025617,0.002929641,0.0551876
ENSG00000175213.2,826.2437423,0.159000006,0.053448261,2.974839637,0.002931417,0.0551876
ENSG00000166664.12,9.531081106,-0.407463817,0.13697903,-2.974643766,0.00293329,0.0551876
ENSG00000077092.17,636.5427872,-0.218012345,0.073290986,-2.974613325,0.002933581,0.0551876
ENSG00000102096.9,621.9537934,-0.190552854,0.064067597,-2.97424691,0.002937086,0.05522436
ENSG00000117560.7,19.84448809,-0.410729788,0.138147192,-2.973131651,0.00294778,0.055361745
ENSG00000162772.15,7149.699532,-0.534616732,0.179821081,-2.973048147,0.002948582,0.055361745
ENSG00000186834.3,3704.084994,0.130886841,0.044026678,2.972898394,0.002950021,0.055361745
ENSG00000268205.1,1666.572717,0.17604111,0.059216544,2.972836611,0.002950615,0.055361745
ENSG00000169826.7,1194.239752,-0.180561416,0.060747788,-2.972312599,0.002955656,0.055398957
ENSG00000255462.1,4.426446666,0.622701756,0.209501166,2.972306876,0.002955711,0.055398957
ENSG00000089248.6,15262.79174,0.188778642,0.063525097,2.971717482,0.002961391,0.055476196
ENSG00000171777.14,55.9823078,-0.273414714,0.092030403,-2.970917265,0.002969118,0.055591689
ENSG00000135976.15,118.1450945,-0.275520061,0.092753842,-2.97044364,0.0029737,0.055628434
ENSG00000182177.12,0.883915738,1.272235325,0.428329635,2.970224846,0.002975819,0.055628434
ENSG00000168569.7,1207.156471,0.159769956,0.053792941,2.970091467,0.002977111,0.055628434
ENSG00000165192.12,5.990423409,0.748891458,0.252146174,2.97006869,0.002977332,0.055628434
ENSG00000141873.9,1320.873185,0.191504005,0.06448167,2.969898328,0.002978983,0.05563009
ENSG00000164011.16,675.9582335,0.118817756,0.04001215,2.969541885,0.002982442,0.055665464
ENSG00000273437.1,53.25276268,0.305877652,0.103022734,2.969030627,0.002987408,0.055728941
ENSG00000125652.6,3903.735667,0.25490186,0.085862186,2.968732488,0.002990308,0.055753815
ENSG00000131724.9,4285.348128,-0.130954281,0.044120078,-2.968133525,0.002996141,0.055833331
ENSG00000172059.9,954.5747911,-0.213066581,0.071805612,-2.967269224,0.003004577,0.055961237
ENSG00000242485.4,5108.382174,0.185081266,0.062380776,2.966959981,0.003007601,0.055988255
ENSG00000265488.1,2.188754388,0.655755149,0.221048571,2.966565881,0.003011458,0.055997746
ENSG00000173011.11,2859.552669,0.089121749,0.030042868,2.966486038,0.00301224,0.055997746
ENSG00000135362.12,178.4772798,-0.214789751,0.072406919,-2.966425777,0.003012831,0.055997746
ENSG00000263041.1,1.231957278,1.323997093,0.446355869,2.966236552,0.003014685,0.056002969
ENSG00000264384.2,5.036528446,0.869676846,0.293252475,2.965624913,0.003020686,0.056085182
ENSG00000060069.15,1479.340766,0.130806968,0.044118003,2.964933997,0.003027479,0.056158755
ENSG00000148053.14,595.3539117,-0.382725154,0.129085312,-2.964900882,0.003027805,0.056158755
ENSG00000236778.6,128.9526176,0.212959443,0.071831181,2.964721465,0.003029571,0.056162249
ENSG00000110852.4,237.7673943,-0.269260601,0.090828925,-2.964480773,0.003031942,0.056176943
ENSG00000259642.2,447.3171168,0.191870634,0.064726728,2.964318452,0.003033542,0.056177343
ENSG00000105443.12,4881.59708,0.134918744,0.045520172,2.963933071,0.003037343,0.056201208
ENSG00000188921.13,365.0142801,-0.27517747,0.092844046,-2.963867719,0.003037988,0.056201208
ENSG00000128973.10,2222.181166,0.16735029,0.05647479,2.96327421,0.003043853,0.056280443
ENSG00000070413.17,10622.65426,0.106809678,0.036049536,2.962858593,0.003047966,0.056327226
ENSG00000275389.1,12.38074994,0.261220796,0.088182152,2.962286455,0.003053635,0.056402723
ENSG00000271936.1,30.3723979,0.214906935,0.07256535,2.961564082,0.003060808,0.056458328
ENSG00000267212.1,1.157236278,-0.622981859,0.210358014,-2.961531372,0.003061133,0.056458328
ENSG00000131183.9,4.61908742,-0.496872282,0.167777005,-2.961504062,0.003061405,0.056458328
ENSG00000262049.1,291.4162689,0.224383943,0.07578374,2.960845449,0.003067958,0.056524979
ENSG00000278719.1,2.383938032,0.454623321,0.153546334,2.960821719,0.003068195,0.056524979
ENSG00000156711.15,3511.65329,0.246381749,0.083228554,2.960303136,0.003073365,0.056566251
ENSG00000064545.13,2630.828579,0.18168934,0.061375766,2.960278192,0.003073614,0.056566251
ENSG00000160226.14,1691.96491,0.222937965,0.075322412,2.959782624,0.003078562,0.056597166
ENSG00000165416.13,2140.354296,0.12793171,0.043226589,2.959560615,0.003080781,0.056597166
ENSG00000205138.3,809.8097344,0.198337776,0.067017597,2.959488028,0.003081507,0.056597166
ENSG00000128607.12,3028.157562,-0.103937666,0.035120326,-2.959473312,0.003081654,0.056597166
ENSG00000213755.3,3.560393436,-0.487257442,0.16470258,-2.95840807,0.003092325,0.056763853
ENSG00000121753.11,300.9218104,-0.272539284,0.092154128,-2.957428921,0.003102163,0.05691509
ENSG00000146909.6,869.8401628,-0.11116926,0.037595592,-2.956975892,0.003106724,0.056969413
ENSG00000147174.10,43.079974,0.265892374,0.089931954,2.956595104,0.003110563,0.057000622
ENSG00000279197.1,1.680352049,-0.736758757,0.249200538,-2.956489432,0.003111629,0.057000622
ENSG00000164825.3,203.1371467,-0.55035328,0.186193042,-2.955820874,0.003118381,0.057094933
ENSG00000232342.6,1.146258047,-0.553758479,0.187441639,-2.954298107,0.003133811,0.057310822
ENSG00000249753.2,5.007754835,0.312668303,0.105841198,2.954126636,0.003135553,0.057310822
ENSG00000271367.1,84.15583143,0.345820073,0.117065884,2.954063649,0.003136193,0.057310822
ENSG00000122545.16,5603.511939,-0.126398375,0.042788565,-2.954022299,0.003136613,0.057310822
ENSG00000269463.1,13.90121115,0.360037725,0.121901509,2.953513274,0.003141791,0.057371537
ENSG00000243193.3,1.160556304,-0.687074242,0.232641149,-2.953365063,0.0031433,0.057371537
ENSG00000130234.9,36.32617134,-0.395482261,0.133915607,-2.953220096,0.003144777,0.057371537
ENSG00000183628.11,190.8710307,0.256155921,0.086742469,2.953062368,0.003146384,0.057371537
ENSG00000142669.12,5528.976457,0.186363634,0.063115081,2.952759174,0.003149476,0.057398508
ENSG00000256193.4,15.65156544,0.612383656,0.207405556,2.952590405,0.003151198,0.057400503
ENSG00000204283.3,1.256202847,-0.624233114,0.211434142,-2.952376131,0.003153386,0.057410974
ENSG00000232021.5,27.73988344,0.411224164,0.139336844,2.951295227,0.003164443,0.057558127
ENSG00000253276.2,1105.627024,-0.171705095,0.058181124,-2.951216522,0.003165249,0.057558127
ENSG00000128928.7,11099.46317,0.154441381,0.052334192,2.951060772,0.003166846,0.057558127
ENSG00000270232.1,0.717814939,-1.195832076,0.405235699,-2.950954414,0.003167937,0.057558127
ENSG00000105185.10,1978.485076,0.169941161,0.057597436,2.950498718,0.003172614,0.057606954
ENSG00000117091.8,377.3540451,-0.341920274,0.115890356,-2.950377278,0.003173861,0.057606954
ENSG00000253406.1,2.394005172,-0.589240915,0.199756444,-2.94979678,0.00317983,0.057660412
ENSG00000228928.1,1.132056435,0.759775093,0.257572045,2.94975758,0.003180234,0.057660412
ENSG00000103528.15,2101.953949,0.179926976,0.061001291,2.949560129,0.003182266,0.057660412
ENSG00000185361.7,326.730871,-0.197179856,0.066852841,-2.949461114,0.003183286,0.057660412
ENSG00000150681.8,61.45634043,-0.318440285,0.107979179,-2.949089694,0.003187115,0.057700392
ENSG00000068366.18,1219.032732,-0.270062993,0.091620714,-2.947619376,0.003202311,0.057946034
ENSG00000260630.5,156.3716897,0.203897769,0.069177878,2.947441788,0.003204151,0.057949866
ENSG00000249064.1,8.127707341,0.333484223,0.113151335,2.947240728,0.003206235,0.057958111
ENSG00000133742.12,4.882600243,0.898675305,0.304996925,2.946506119,0.003213861,0.058033729
ENSG00000196116.7,772.3713303,-0.14156991,0.0480488,-2.946377616,0.003215196,0.058033729
ENSG00000267346.1,1.16938265,0.683099607,0.231844734,2.946366715,0.00321531,0.058033729
ENSG00000183638.5,8.439607312,-0.334686637,0.113602796,-2.946112674,0.003217952,0.058051977
ENSG00000198554.10,215.1584591,-0.176872256,0.060045029,-2.945660273,0.003222661,0.058107491
ENSG00000232748.3,22.86767569,0.186458301,0.063322867,2.944565057,0.003234089,0.058228913
ENSG00000259242.2,1.232130958,-0.803521211,0.272883561,-2.944557039,0.003234173,0.058228913
ENSG00000211801.3,5.862121853,-0.462476969,0.157067131,-2.944454177,0.003235248,0.058228913
ENSG00000157890.16,28.69988733,0.400615767,0.136061161,2.94438004,0.003236024,0.058228913
ENSG00000144671.9,4.136363085,0.375145485,0.127417107,2.944231688,0.003237575,0.058228913
ENSG00000159388.5,19825.72474,-0.353917478,0.120231182,-2.943641352,0.003243757,0.05831062
ENSG00000124356.14,2938.847077,0.09656256,0.032816418,2.942507628,0.003255658,0.058495014
ENSG00000235937.1,1.159746647,-0.532621095,0.181023159,-2.942281511,0.003258036,0.058504425
ENSG00000238287.1,49.60761488,0.283556432,0.096377438,2.942145364,0.003259469,0.058504425
ENSG00000173156.5,1082.986344,0.220116581,0.0748333,2.941425562,0.003267054,0.058611006
ENSG00000171860.4,321.3791623,-0.255137324,0.086745071,-2.941231374,0.003269102,0.05861717
ENSG00000280388.1,10.21591352,-0.317311079,0.107894059,-2.940950436,0.003272069,0.05861717
ENSG00000262006.1,18.92411691,-0.435465396,0.148078037,-2.940783145,0.003273836,0.05861717
ENSG00000125898.11,1601.129072,0.184840136,0.062855766,2.940702942,0.003274684,0.05861717
ENSG00000070193.4,120.6311069,-0.465809365,0.158412341,-2.940486603,0.003276972,0.05861717
ENSG00000139684.12,4122.539665,0.136097619,0.046284503,2.940457618,0.003277278,0.05861717
ENSG00000129235.9,2504.131151,0.230356127,0.07836268,2.93961522,0.003286201,0.058747232
ENSG00000178127.11,991.1519969,0.236923999,0.080607599,2.939226603,0.003290324,0.058791419
ENSG00000233539.4,2.24639744,-0.611998306,0.208261785,-2.938601084,0.003296971,0.058880631
ENSG00000163545.7,429.1404767,-0.281290372,0.095737096,-2.938154414,0.003301725,0.058935962
ENSG00000143119.11,783.0622623,-0.281681422,0.095902618,-2.937160914,0.003312322,0.059093556
ENSG00000166006.11,1441.646881,0.712711659,0.242665264,2.937015576,0.003313875,0.059093556
ENSG00000251081.1,1.726265845,2.258644188,0.76924305,2.936190567,0.003322701,0.059221286
ENSG00000140939.13,2462.813563,0.201893789,0.068767014,2.93591037,0.003325704,0.059245136
ENSG00000267280.4,173.4743865,0.402992278,0.137274221,2.935673402,0.003328245,0.059260749
ENSG00000132254.11,8321.663761,0.156725798,0.053391164,2.935425751,0.003330903,0.059275979
ENSG00000267673.5,128.4376001,0.258128607,0.087942448,2.935199252,0.003333336,0.059275979
ENSG00000226862.1,14.81065627,0.409299369,0.139454678,2.93499921,0.003335485,0.059275979
ENSG00000007392.15,1962.498945,0.220588881,0.075158731,2.934973451,0.003335762,0.059275979
ENSG00000167862.8,1236.284575,0.158739941,0.054105416,2.933901123,0.003347308,0.059431645
