,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000270558.1,80.75576437,0.266494092,0.075886272,3.511756285,0.000445156,0.0200663
ENSG00000065485.16,5795.779328,0.242548944,0.069068737,3.511703762,0.000445244,0.0200663
ENSG00000180229.11,161.3946322,0.562655477,0.160226611,3.511623145,0.000445379,0.0200663
ENSG00000254793.1,0.714760386,-0.93886053,0.267396092,-3.511122857,0.000446218,0.020078687
ENSG00000214188.8,5.063396568,-0.444934132,0.12673991,-3.51060793,0.000447083,0.020079647
ENSG00000021826.13,160.9622871,0.69072006,0.196761742,3.510438826,0.000447368,0.020079647
ENSG00000102445.17,130.6830297,-0.360148515,0.102623819,-3.509404708,0.000449111,0.02011399
ENSG00000136870.9,1566.572092,0.133865696,0.038145867,3.509310589,0.00044927,0.02011399
ENSG00000164733.19,27606.41858,-0.245003365,0.069821813,-3.508980298,0.000449828,0.02011399
ENSG00000129925.9,7928.723202,0.226031806,0.0644232,3.508546678,0.000450562,0.020119827
ENSG00000159674.10,72968.69709,0.643781288,0.183505715,3.508235641,0.000451089,0.020119827
ENSG00000216331.1,78.94355844,0.444951924,0.126970827,3.504363433,0.0004577,0.020375664
ENSG00000171056.7,308.6037719,-0.391927679,0.111844916,-3.504206466,0.00045797,0.020375664
ENSG00000178922.15,678.6263959,0.268629368,0.076672795,3.503581274,0.000459047,0.020398057
ENSG00000163131.9,1855.438529,-0.33748943,0.096346702,-3.502864366,0.000460284,0.020424621
ENSG00000270084.1,51.7031698,0.202577363,0.057836772,3.502570377,0.000460792,0.020424621
ENSG00000181634.7,879.1417203,-0.363638832,0.103834538,-3.502099014,0.000461608,0.020435342
ENSG00000081041.8,453.5373448,-0.706224259,0.201697605,-3.501401305,0.000462818,0.020456828
ENSG00000066044.12,4807.719244,0.099270366,0.028353589,3.501156995,0.000463243,0.020456828
ENSG00000257604.1,3.324712228,0.867046603,0.247677202,3.500712203,0.000464017,0.020465607
ENSG00000141741.10,3795.195834,0.236970946,0.067714368,3.499566681,0.000466015,0.020492921
ENSG00000249505.1,0.697469973,-0.84566743,0.241654102,-3.499495451,0.00046614,0.020492921
ENSG00000186897.4,4.341881734,-0.769139187,0.21979377,-3.499367556,0.000466363,0.020492921
ENSG00000169020.8,4986.372873,0.305118875,0.087203201,3.498941224,0.00046711,0.020500407
ENSG00000250546.4,6.091098533,1.017138609,0.290759561,3.498212076,0.000468389,0.020531222
ENSG00000148948.6,44.93517146,-0.48702883,0.139250632,-3.497498181,0.000469644,0.02056093
ENSG00000100368.12,278.9564403,-0.411291381,0.117647738,-3.495956558,0.000472366,0.020654679
ENSG00000180745.4,2.323221671,-0.881337527,0.252268582,-3.493647605,0.00047647,0.020792703
ENSG00000134160.12,1.122095558,-0.793729788,0.227200339,-3.493523783,0.000476691,0.020792703
ENSG00000272692.1,89.78275665,0.305783306,0.087625593,3.489657478,0.00048364,0.021070011
ENSG00000244038.8,14611.68576,0.160839603,0.04610268,3.488725667,0.000485329,0.021117743
ENSG00000227877.5,3.578470588,1.012238431,0.290189854,3.488193736,0.000486296,0.021133966
ENSG00000188092.13,200.3938035,0.215009233,0.061663429,3.4868193,0.000488802,0.021202782
ENSG00000177096.7,1087.10779,0.247461227,0.070978054,3.486447065,0.000489482,0.021202782
ENSG00000038945.13,454.988863,-0.346829372,0.099482184,-3.486346597,0.000489666,0.021202782
ENSG00000121904.16,81.81319233,-0.531628285,0.152571164,-3.484461083,0.000493129,0.021326788
ENSG00000176261.14,939.8245443,0.179317336,0.051491957,3.482433876,0.000496878,0.021434102
ENSG00000123405.12,11.53812707,-0.47826892,0.137340568,-3.48235724,0.00049702,0.021434102
ENSG00000239282.6,244.8544781,0.244068602,0.070091484,3.482143461,0.000497417,0.021434102
ENSG00000267764.1,1.333673184,-0.665516835,0.191199256,-3.480750135,0.000500012,0.0214972
ENSG00000235992.1,44.39266771,0.758594066,0.217942428,3.480708522,0.000500089,0.0214972
ENSG00000187051.7,5081.540834,0.267414438,0.076842841,3.480017574,0.000501381,0.02150002
ENSG00000133302.11,345.3919768,-0.241511685,0.069401517,-3.479919403,0.000501565,0.02150002
ENSG00000132507.16,19794.60399,0.216687103,0.062275821,3.479474041,0.000502399,0.02150002
ENSG00000254901.6,752.1390492,0.183194883,0.052651555,3.479382231,0.000502571,0.02150002
ENSG00000214417.4,6.362345019,0.548903214,0.157812952,3.47818863,0.000504815,0.021553766
ENSG00000103591.11,2743.911769,0.117019669,0.033647543,3.477807271,0.000505533,0.021553766
ENSG00000005486.15,7241.697329,0.234963838,0.067562057,3.47774845,0.000505644,0.021553766
ENSG00000135940.5,5755.363156,0.274943402,0.079142143,3.474045436,0.000512674,0.02181037
ENSG00000067836.11,2703.283987,0.214868278,0.061855426,3.473717525,0.000513301,0.02181037
ENSG00000122122.9,346.342433,-0.363275853,0.104581576,-3.473612332,0.000513502,0.02181037
ENSG00000140474.11,3199.36814,0.206138391,0.059365721,3.47234714,0.000515929,0.02187793
ENSG00000253475.1,1.988707695,1.042779129,0.300327291,3.472142423,0.000516322,0.02187793
ENSG00000273153.1,9.157851546,0.36217209,0.104332476,3.471326524,0.000517894,0.021918425
ENSG00000181458.9,337.2563616,-0.351990003,0.101416411,-3.470740092,0.000519026,0.021936833
ENSG00000261168.1,13.95242394,0.497575125,0.143378762,3.470354448,0.000519772,0.021936833
ENSG00000132692.17,27.90189985,0.608481659,0.175347625,3.470144845,0.000520178,0.021936833
ENSG00000279103.1,36.1618988,0.273152535,0.078763075,3.468027818,0.000524293,0.02208212
ENSG00000125505.15,4717.886151,0.163430228,0.047133639,3.467379786,0.000525559,0.02208212
ENSG00000172243.16,151.8182914,-0.356047459,0.102694714,-3.467047558,0.000526209,0.02208212
ENSG00000198930.11,3.093944933,-1.090940342,0.314661675,-3.467026426,0.00052625,0.02208212
ENSG00000276107.1,19.19089812,-0.512424878,0.147809865,-3.466784029,0.000526725,0.02208212
ENSG00000169241.16,3623.079688,0.223471377,0.064473115,3.466117268,0.000528033,0.022092848
ENSG00000225383.5,4.025187993,1.112208381,0.320889116,3.466020893,0.000528222,0.022092848
ENSG00000154358.18,1654.746521,0.43508556,0.125598131,3.464108549,0.000531992,0.022224394
ENSG00000123933.13,8781.248958,0.169613123,0.048987283,3.462390935,0.000535399,0.022307644
ENSG00000130204.11,2892.190867,0.191850044,0.055409935,3.462376294,0.000535428,0.022307644
ENSG00000267519.3,625.1442729,-0.571736118,0.16514383,-3.46204952,0.000536079,0.022307644
ENSG00000255210.1,0.758831478,-1.128767867,0.326059881,-3.461842234,0.000536492,0.022307644
ENSG00000271870.1,214.0021148,0.373112796,0.107797925,3.461224301,0.000537725,0.022328613
ENSG00000185156.5,174.4110634,0.531609226,0.153601617,3.460961142,0.00053825,0.022328613
ENSG00000157613.9,18396.25543,0.309956145,0.089569676,3.460503159,0.000539167,0.022340591
ENSG00000162976.11,1185.842175,-0.20479817,0.059188366,-3.460108512,0.000539958,0.022347344
ENSG00000164303.9,167.5332025,-0.514639075,0.148777927,-3.459109059,0.000541965,0.022393428
ENSG00000162897.13,4.661410331,-0.601196718,0.17381012,-3.458928168,0.00054233,0.022393428
ENSG00000251229.1,2.680016098,-0.487045106,0.140852537,-3.457836955,0.000544531,0.022448022
ENSG00000090372.13,5778.905585,0.12386442,0.035823318,3.457647888,0.000544913,0.022448022
ENSG00000222640.1,1.91731777,0.652982274,0.18888641,3.457010353,0.000546204,0.022473952
ENSG00000130175.8,23914.87772,0.173469192,0.050183268,3.456713763,0.000546805,0.022473952
ENSG00000258712.2,9.789742188,1.530074106,0.442803446,3.455425018,0.000549426,0.022555616
ENSG00000274427.1,12.14503708,0.42449619,0.122869495,3.454854198,0.00055059,0.022577381
ENSG00000240891.5,73.35180983,0.530283601,0.153553612,3.453410142,0.000553547,0.022656263
ENSG00000101222.11,34.66786558,-0.510449896,0.147815405,-3.453292953,0.000553787,0.022656263
ENSG00000163808.15,118.6501942,-0.362003684,0.104857475,-3.452340268,0.000555746,0.022676294
ENSG00000228700.1,1.31147792,0.820334822,0.237629148,3.452164134,0.000556109,0.022676294
ENSG00000186160.4,12.34802388,-0.539040409,0.156147379,-3.452125894,0.000556188,0.022676294
ENSG00000172738.10,76.40147993,0.514805849,0.149176447,3.45098612,0.000558542,0.02274622
ENSG00000254369.5,63.33255063,0.391566425,0.11349073,3.450206253,0.000560158,0.022779084
ENSG00000278396.1,30.84931674,0.255064238,0.073932104,3.44997943,0.000560629,0.022779084
ENSG00000211653.2,305.3032008,-0.707603879,0.205138014,-3.449403973,0.000561826,0.02280166
ENSG00000102879.14,1140.464286,-0.372196863,0.107930813,-3.448476409,0.000563759,0.022833223
ENSG00000235169.6,297.6942719,0.327815265,0.095065462,3.448310849,0.000564104,0.022833223
ENSG00000219747.1,25.85225108,-0.374988597,0.108751979,-3.448108242,0.000564528,0.022833223
ENSG00000141568.18,2690.080465,0.088551945,0.025683742,3.447782101,0.00056521,0.022834862
ENSG00000116288.11,14338.60674,0.183519207,0.053234683,3.447361723,0.00056609,0.022844496
ENSG00000178882.12,357.1208285,0.50798305,0.147398749,3.446318595,0.00056828,0.022887875
ENSG00000165124.16,470.4434602,-0.374813449,0.108764158,-3.446111806,0.000568715,0.022887875
ENSG00000279095.1,542.045173,0.211571318,0.061397421,3.445931692,0.000569094,0.022887875
ENSG00000222033.1,90.90342615,0.417591699,0.121213193,3.445101067,0.000570846,0.022932414
ENSG00000204421.2,6.181194351,-0.589554099,0.17122243,-3.443206001,0.000574861,0.023038154
ENSG00000124237.5,18.76403865,0.944945763,0.27445356,3.44300786,0.000575283,0.023038154
ENSG00000169689.13,4570.343349,0.294416486,0.085513021,3.44294334,0.00057542,0.023038154
ENSG00000261783.1,12.41323189,0.409233008,0.118872619,3.442617924,0.000576113,0.023039974
ENSG00000272663.1,15.14598371,-0.427900532,0.124308437,-3.442248502,0.0005769,0.02304557
ENSG00000158008.8,36.55521617,0.503078915,0.146187051,3.441337049,0.000578847,0.023097423
ENSG00000278631.1,1.319233214,-1.056658309,0.307161783,-3.440070894,0.000581562,0.023147987
ENSG00000116985.9,268.9262081,0.33506653,0.097401299,3.440062238,0.00058158,0.023147987
ENSG00000211816.2,1.159933944,-0.750074918,0.218055385,-3.439836717,0.000582065,0.023147987
ENSG00000178084.1,5.126200725,-0.728839623,0.2120145,-3.437687628,0.000586704,0.023306427
ENSG00000067829.17,3699.542991,0.16969493,0.049369269,3.437258313,0.000587635,0.023317379
ENSG00000108961.12,923.5260403,0.301495006,0.08772866,3.436676278,0.000588899,0.023341517
ENSG00000178951.7,3108.173011,0.091307386,0.026580964,3.435066791,0.000592408,0.023454473
ENSG00000225470.5,897.2500956,0.11561207,0.033664867,3.434205412,0.000594294,0.023481165
ENSG00000258732.1,9.019263844,0.829015153,0.241421172,3.433895816,0.000594973,0.023481165
ENSG00000271893.1,3.197099078,1.272872867,0.370706162,3.433643668,0.000595527,0.023481165
ENSG00000176022.4,2171.508791,0.255086778,0.07429856,3.433266791,0.000596355,0.023481165
ENSG00000176155.17,2710.260075,0.255807549,0.074513087,3.433055335,0.00059682,0.023481165
ENSG00000213190.3,337.6427297,0.27884362,0.081232091,3.432678119,0.000597651,0.023481165
ENSG00000232386.8,215.6434839,0.248383288,0.072358923,3.432655972,0.0005977,0.023481165
ENSG00000268568.1,134.7887164,0.38420877,0.111941069,3.432241397,0.000598614,0.023491163
ENSG00000278730.1,1630.024742,0.101998782,0.029727888,3.431080738,0.000601182,0.023565923
ENSG00000160472.4,9.855625113,0.668945682,0.194985227,3.430750593,0.000601914,0.023568664
ENSG00000188690.11,2007.539863,0.168104152,0.049026729,3.428826585,0.000606197,0.023710286
ENSG00000213370.3,1.721041771,-0.613683726,0.179087358,-3.42672835,0.0006109,0.023868012
ENSG00000198648.9,6160.034005,0.277496821,0.081005587,3.425650405,0.000613329,0.023936654
ENSG00000124469.9,0.537611025,-1.118946657,0.326680981,-3.425196822,0.000614354,0.023937898
ENSG00000144231.9,2064.793209,0.131925467,0.038517921,3.425041189,0.000614706,0.023937898
ENSG00000079337.14,1129.035141,0.291296215,0.085088773,3.423438898,0.000618342,0.024053147
ENSG00000223756.5,28.03066866,-0.358581765,0.10475785,-3.422958411,0.000619436,0.024069399
ENSG00000136943.9,115.3875954,-0.323587457,0.094554448,-3.422234108,0.000621088,0.024107295
ENSG00000070808.14,36.23431966,0.618828611,0.18088618,3.421093922,0.000623698,0.024182221
ENSG00000108953.15,29411.84188,0.143524854,0.041958694,3.420622501,0.00062478,0.02418855
ENSG00000128342.4,389.9532397,-0.522047855,0.152626344,-3.420430849,0.00062522,0.02418855
ENSG00000232946.1,5.105381035,0.667971229,0.195379019,3.418848308,0.000628868,0.024303246
ENSG00000224821.5,1.365010556,-0.722274635,0.211298921,-3.418259935,0.000630229,0.024311064
ENSG00000170484.8,1.826216228,-0.736711975,0.215528155,-3.418170465,0.000630436,0.024311064
ENSG00000263938.1,2.573489592,0.79382137,0.232303054,3.417180087,0.000632734,0.024373274
ENSG00000175137.10,2196.573372,0.117300321,0.034331438,3.416702844,0.000633844,0.024382717
ENSG00000233639.4,0.70946197,-1.749347338,0.512038631,-3.416436245,0.000634465,0.024382717
ENSG00000173391.7,194.8157408,-0.438365452,0.128319908,-3.416192072,0.000635034,0.024382717
ENSG00000229604.2,20.36468932,0.63981968,0.187336796,3.415344422,0.000637014,0.024432373
ENSG00000124233.11,2434.18385,-1.54546226,0.452572283,-3.414840719,0.000638193,0.024444157
ENSG00000145014.16,550.4125621,0.203422549,0.059573877,3.414626674,0.000638695,0.024444157
ENSG00000102524.10,161.3962454,-0.340188874,0.099645539,-3.413990004,0.000640189,0.02446568
ENSG00000258891.1,5.334403251,-0.388267837,0.113737319,-3.41372419,0.000640814,0.02446568
ENSG00000261798.1,7.414731192,0.595399397,0.174424417,3.413509452,0.000641319,0.02446568
ENSG00000213222.3,32.26685659,-0.351909206,0.103104296,-3.413138162,0.000642194,0.024472808
ENSG00000227179.5,8.982483698,0.68828255,0.201712716,3.412192164,0.000644427,0.02452478
ENSG00000072694.17,101.8899741,-0.376410348,0.110320308,-3.411976961,0.000644936,0.02452478
ENSG00000277938.1,97.620291,0.270043656,0.079162539,3.41125564,0.000646644,0.024563513
ENSG00000259258.1,0.888986276,-0.767189246,0.224932209,-3.410757627,0.000647827,0.024582184
ENSG00000251015.1,108.3181725,0.370050751,0.108528729,3.409703174,0.000650336,0.024651135
ENSG00000132965.8,273.1411695,-0.31952012,0.093725905,-3.409090804,0.000651798,0.024660741
ENSG00000076826.8,3623.041129,0.205487352,0.060277605,3.409016519,0.000651975,0.024660741
ENSG00000234146.1,0.631347808,-1.499457126,0.440213501,-3.406204312,0.000658729,0.024813924
ENSG00000224870.5,1356.613493,0.157344565,0.04619451,3.406131238,0.000658905,0.024813924
ENSG00000174788.8,78.65131824,0.481278363,0.141302073,3.406024788,0.000659162,0.024813924
ENSG00000103254.8,673.7687676,0.328688813,0.09651296,3.405644324,0.000660081,0.024813924
ENSG00000175877.3,3.078873698,-0.593156064,0.174168883,-3.405637415,0.000660098,0.024813924
ENSG00000183444.10,240.1004116,0.291838493,0.085695168,3.40554201,0.000660329,0.024813924
ENSG00000264739.1,0.791573753,-0.946492426,0.277946558,-3.405303642,0.000660905,0.024813924
ENSG00000188425.3,0.696571745,-1.647095612,0.483749591,-3.404851689,0.000662,0.024828835
ENSG00000204287.12,15880.3794,-0.316473066,0.092975766,-3.403823168,0.000664498,0.024896276
ENSG00000099330.7,1707.502239,0.238200734,0.069994095,3.403154704,0.000666126,0.024919631
ENSG00000072954.5,1001.151938,0.225998268,0.066417734,3.402679604,0.000667285,0.024919631
ENSG00000127951.5,1051.509049,-0.345544658,0.101551839,-3.402643039,0.000667374,0.024919631
ENSG00000198019.11,11.78347593,-0.370378725,0.108857469,-3.402419028,0.000667921,0.024919631
ENSG00000147099.18,1099.883379,0.114027338,0.033542871,3.399450718,0.000675213,0.025165312
ENSG00000260430.1,46.37396452,0.397553441,0.117001927,3.397836702,0.000679209,0.025283583
ENSG00000143183.15,5837.408938,0.127168682,0.037430651,3.39744779,0.000680176,0.025283583
ENSG00000176381.5,39.21935659,0.420374248,0.123737377,3.397310161,0.000680518,0.025283583
ENSG00000100836.9,5027.891095,0.212730773,0.06263871,3.396155074,0.000683396,0.025345742
ENSG00000196642.14,9232.525761,0.211986673,0.06242122,3.396067452,0.000683615,0.025345742
ENSG00000067191.14,332.2630709,0.357527894,0.105293239,3.395544647,0.000684922,0.025367773
ENSG00000140798.14,10.42967557,1.092841607,0.321921079,3.394750079,0.000686913,0.025415057
ENSG00000166917.8,1.334761913,-0.826514072,0.243491033,-3.394433303,0.000687708,0.025418055
ENSG00000087191.11,8152.401029,0.169866859,0.05005403,3.393669978,0.000689627,0.025462562
ENSG00000236838.2,0.617663241,-0.948180088,0.279429003,-3.393277283,0.000690617,0.025472672
ENSG00000075340.21,245.8698484,0.555572662,0.163750261,3.392804746,0.000691809,0.025490237
ENSG00000231831.1,11.79410935,-0.413209598,0.121829434,-3.391705816,0.00069459,0.025514597
ENSG00000002587.8,628.5310132,-0.434455698,0.128098853,-3.391565867,0.000694945,0.025514597
ENSG00000072315.3,1.818233055,1.000196338,0.294914209,3.391482366,0.000695156,0.025514597
ENSG00000018610.12,1082.289242,-0.08331846,0.024567492,-3.391410838,0.000695338,0.025514597
ENSG00000110680.11,105.6198117,-0.666712735,0.196646139,-3.390418636,0.00069786,0.025580761
ENSG00000275186.1,1.049494196,1.115108374,0.328939662,3.39000888,0.000698904,0.025583465
ENSG00000120519.13,1392.670618,0.419543774,0.123766874,3.389790493,0.000699461,0.025583465
ENSG00000279608.1,6.594711083,-0.379575072,0.111984112,-3.389543983,0.00070009,0.025583465
ENSG00000068400.12,3097.770995,0.101719961,0.030013419,3.389149378,0.000701098,0.025594034
ENSG00000052850.5,86.44861339,0.699580244,0.206484414,3.388053504,0.000703905,0.025660273
ENSG00000167476.9,39.21305573,0.545651212,0.16105985,3.38787856,0.000704354,0.025660273
ENSG00000211795.3,5.712356197,-0.525636778,0.155216936,-3.38646537,0.000707992,0.025766425
ENSG00000068745.13,5669.839615,0.128802161,0.038037647,3.386175855,0.00070874,0.025767278
ENSG00000169126.14,192.6359915,-0.273419847,0.080756298,-3.385740253,0.000709865,0.025781877
ENSG00000260136.4,116.0675511,0.262730026,0.07761183,3.385180166,0.000711316,0.025789547
ENSG00000225873.1,7.387089468,0.608769432,0.179837996,3.385099056,0.000711526,0.025789547
ENSG00000265702.1,19.65485109,0.526415696,0.155537123,3.38450195,0.000713075,0.025808395
ENSG00000236973.2,0.682137869,-1.019176418,0.301144809,-3.384339988,0.000713496,0.025808395
ENSG00000149418.9,15688.36433,0.201859147,0.059675981,3.382586178,0.000718067,0.025947385
ENSG00000213401.7,2.724646569,-1.31078022,0.387542281,-3.382289582,0.000718843,0.025949075
ENSG00000042980.11,385.9754279,-0.409936676,0.121223234,-3.381667542,0.000720473,0.025962869
ENSG00000167749.10,47615.96383,0.353107044,0.104420513,3.381586938,0.000720684,0.025962869
ENSG00000125912.9,4839.826375,0.201088137,0.059482742,3.380613102,0.000723243,0.026028705
ENSG00000201998.1,1.900199778,-0.740148215,0.21896286,-3.380245462,0.000724211,0.026037222
ENSG00000090104.10,2337.241834,-0.392105412,0.116032303,-3.379278021,0.000726765,0.026051009
ENSG00000265751.1,1.595002767,2.118992442,0.627116803,3.378943811,0.000727649,0.026051009
ENSG00000154118.11,30.52673069,0.478823661,0.141712753,3.378832546,0.000727943,0.026051009
ENSG00000260878.1,1.368407139,-1.170918225,0.346556784,-3.37871967,0.000728242,0.026051009
ENSG00000176681.13,36.56106126,0.39826941,0.117878253,3.378650421,0.000728426,0.026051009
ENSG00000237452.2,1.384110921,-0.75217043,0.222638456,-3.378438948,0.000728986,0.026051009
ENSG00000196114.3,8.331573056,0.542679898,0.160665543,3.377699348,0.00073095,0.026087368
ENSG00000105058.10,3818.940085,0.112738203,0.033379149,3.377503776,0.000731469,0.026087368
ENSG00000257674.1,0.547031157,-1.307502246,0.387236316,-3.376496964,0.000734152,0.026156823
ENSG00000115233.10,2478.906602,0.126225857,0.037388139,3.376093582,0.000735229,0.026169008
ENSG00000262814.5,1741.840432,0.354495836,0.10503423,3.375050563,0.000738021,0.02624215
ENSG00000279932.1,0.576906255,-0.922084227,0.273324261,-3.373590858,0.000741946,0.026336614
ENSG00000159189.10,2198.69325,-0.286590233,0.084953077,-3.3735121,0.000742158,0.026336614
ENSG00000224189.5,330.0368056,0.587056083,0.174114407,3.371668621,0.000747143,0.02644485
ENSG00000205361.7,23.84153029,0.43443725,0.128857896,3.371444544,0.000747751,0.02644485
ENSG00000157119.11,16.38212609,1.35066154,0.400644341,3.371223306,0.000748352,0.02644485
ENSG00000250884.1,0.719544112,1.764927637,0.523527598,3.371221772,0.000748356,0.02644485
ENSG00000137812.18,103.4961479,-0.379304743,0.112519508,-3.371013163,0.000748923,0.02644485
ENSG00000115593.13,20.49821178,2.043457118,0.606341714,3.370141079,0.000751297,0.026483771
ENSG00000211972.2,15.46929211,-0.725560187,0.215295808,-3.370061833,0.000751513,0.026483771
ENSG00000221852.4,5.177495584,-0.577439537,0.171367015,-3.369607258,0.000752754,0.026501255
ENSG00000275234.1,1031.943406,0.229962995,0.068262541,3.368802149,0.000754956,0.026515543
ENSG00000166211.7,0.848580767,-0.917504902,0.272360979,-3.36870908,0.000755211,0.026515543
ENSG00000278448.1,8.190857271,0.41280655,0.122543905,3.368642043,0.000755395,0.026515543
ENSG00000182487.11,19.71539055,-0.376748221,0.111861338,-3.367993151,0.000757175,0.026551844
ENSG00000228944.1,0.565037975,-1.587377255,0.471614352,-3.365837462,0.000763117,0.026733867
ENSG00000118705.15,25186.771,0.188333621,0.055970808,3.364854427,0.000765841,0.026778713
ENSG00000273175.1,3.714099354,-0.483996421,0.143839678,-3.364832481,0.000765901,0.026778713
ENSG00000253944.1,7.233992745,-0.434132898,0.129082793,-3.363212778,0.00077041,0.0269099
ENSG00000123178.13,814.237323,0.162118283,0.048209923,3.362757535,0.000771681,0.026927887
ENSG00000138495.5,2094.165224,0.247726861,0.073676276,3.362369474,0.000772767,0.026932974
ENSG00000273387.1,44.86653298,0.363980288,0.108257726,3.362164552,0.00077334,0.026932974
ENSG00000105851.9,105.9030089,-0.487757133,0.145104462,-3.361420628,0.000775426,0.026938881
ENSG00000261667.1,6.998245702,-1.546636093,0.460158998,-3.36109062,0.000776353,0.026938881
ENSG00000244301.4,8.652849269,-0.579927718,0.172542485,-3.36107201,0.000776406,0.026938881
ENSG00000259228.1,1.078512215,-0.728637558,0.216790267,-3.361025238,0.000776537,0.026938881
ENSG00000147155.9,3898.562531,0.306898564,0.091319393,3.36071619,0.000777407,0.02694237
ENSG00000229676.2,6.475239129,-0.473114694,0.140789024,-3.360451553,0.000778152,0.02694237
ENSG00000178445.8,276.1538365,0.740667252,0.220452877,3.359753169,0.000780121,0.026949336
ENSG00000168528.10,10642.01705,0.226437716,0.067397779,3.359720758,0.000780213,0.026949336
ENSG00000133069.13,92.91164964,-0.27846426,0.08288675,-3.359575058,0.000780624,0.026949336
ENSG00000276231.3,65.44681437,-0.305509918,0.090970335,-3.358346634,0.000784102,0.027043168
ENSG00000112695.10,5840.807729,0.213762785,0.063660941,3.357832627,0.000785562,0.027067275
ENSG00000185650.9,15083.72973,-0.295525391,0.088023255,-3.357355884,0.000786918,0.027076319
ENSG00000211652.2,27.5908952,-0.727751204,0.216776974,-3.357142553,0.000787525,0.027076319
ENSG00000231769.2,32.30972259,0.330849419,0.098556889,3.356938549,0.000788106,0.027076319
ENSG00000156374.13,307.2535597,-0.139673241,0.041619889,-3.355925408,0.000790999,0.027149496
ENSG00000149480.5,5508.485173,0.103427485,0.03084503,3.353132893,0.000799023,0.027394487
ENSG00000197714.7,121.2051912,-0.374835988,0.111794334,-3.352906863,0.000799676,0.027394487
ENSG00000233313.2,1.134544186,-1.058455255,0.315755898,-3.352131383,0.00080192,0.027434055
ENSG00000223843.4,5.161671365,0.530469548,0.158264063,3.351800388,0.000802879,0.027434055
ENSG00000196584.2,102.708883,-0.277183508,0.082699153,-3.351709155,0.000803143,0.027434055
ENSG00000259605.3,301.1072411,0.395991583,0.118224698,3.349482729,0.000809626,0.027628973
ENSG00000249780.1,11.86098111,0.648501392,0.193635198,3.349088379,0.000810779,0.027641827
ENSG00000250075.4,6.229258362,0.473572269,0.14141625,3.348782548,0.000811675,0.027645874
ENSG00000196502.10,647.2577318,0.29557274,0.088325601,3.346399419,0.000818684,0.027854542
ENSG00000237732.8,8.409720252,0.695134784,0.207740529,3.346168348,0.000819366,0.027854542
ENSG00000270540.1,0.68400645,-1.216665769,0.363863749,-3.34373999,0.000826572,0.028072677
ENSG00000022840.14,11755.37833,0.108294815,0.032398583,3.342578755,0.000830038,0.028146539
ENSG00000187715.12,22.07363966,0.569922305,0.170508724,3.342481785,0.000830328,0.028146539
ENSG00000125356.6,5019.584399,0.231887496,0.069386841,3.341952064,0.000831914,0.028173477
ENSG00000204961.6,8.527023143,-0.819879938,0.245366097,-3.341455682,0.000833403,0.028197072
ENSG00000136718.8,3119.056919,0.158428909,0.047421997,3.340831651,0.000835279,0.028233684
ENSG00000079805.15,7247.365059,0.116112325,0.034759247,3.340472973,0.000836358,0.028243356
ENSG00000205922.4,1.869639718,-0.617063467,0.184746088,-3.340062419,0.000837596,0.028258333
ENSG00000111729.11,71.00458223,-0.260483751,0.078023793,-3.338516871,0.000842269,0.028389097
ENSG00000261449.1,0.602660475,-0.845469196,0.253362231,-3.33699775,0.000846886,0.028511298
ENSG00000270722.1,1.450939878,1.125142833,0.337192425,3.336797476,0.000847497,0.028511298
ENSG00000241388.4,21.30774605,-0.991253968,0.297198887,-3.335321939,0.000852007,0.028611416
ENSG00000251624.1,1.186878944,1.255014677,0.376282627,3.335297955,0.00085208,0.028611416
ENSG00000159322.16,4694.661559,0.222033368,0.066581023,3.334784559,0.000853655,0.028637272
ENSG00000168101.13,2758.377769,0.193881099,0.058153551,3.333951145,0.000856217,0.028664753
ENSG00000138347.14,15.01890793,1.166988071,0.350036863,3.333900499,0.000856373,0.028664753
ENSG00000236208.1,1.543040983,2.292488329,0.687664156,3.333732476,0.00085689,0.028664753
ENSG00000265494.1,0.493070294,-1.327880448,0.398430357,-3.3327793,0.000859831,0.028710533
ENSG00000218976.2,3.731371922,-0.670354871,0.201140692,-3.332766062,0.000859872,0.028710533
ENSG00000105568.16,20857.84392,0.146938742,0.044101758,3.331811413,0.000862827,0.028735934
ENSG00000171853.14,2735.754457,0.124104175,0.037250225,3.331635564,0.000863372,0.028735934
ENSG00000274499.1,11.76833655,1.1140972,0.334403139,3.331599107,0.000863485,0.028735934
ENSG00000249140.1,1.432288674,-0.656394916,0.197028159,-3.331477685,0.000863862,0.028735934
ENSG00000239218.2,7.446741845,-0.394803195,0.118557341,-3.330061138,0.000868269,0.02885556
ENSG00000112246.8,2.301514488,-1.287986485,0.386832349,-3.329572847,0.000869793,0.028876313
ENSG00000143258.14,1564.264992,0.100808317,0.030278756,3.329341412,0.000870516,0.028876313
ENSG00000170043.10,3810.4854,0.214124157,0.064319606,3.329065127,0.00087138,0.028878061
ENSG00000125755.17,6296.11232,0.142126532,0.042699182,3.328553981,0.000872981,0.028878797
ENSG00000103227.17,1710.503669,0.195595215,0.058763069,3.32853984,0.000873025,0.028878797
ENSG00000078808.15,10641.35999,0.158162393,0.047531605,3.327520598,0.000876225,0.028957735
ENSG00000169067.3,2.926107097,-0.663269934,0.199410831,-3.326147982,0.000880552,0.029049304
ENSG00000241186.6,10.32862603,-0.538723642,0.161967408,-3.326123757,0.000880628,0.029049304
